basis,n,bias_mean,mad_of_diff,pearson_r,spearman_rho,typical_value,bias_pct_of_typical,mad_pct_of_typical
relative_humidity_pct,247984,6.62116198449689,0.6928410644531269,0.9791760842970922,0.9854096445413951,47.35853779188068,13.98092570677308,1.4629697130807744
absolute_humidity_gm3,247975,0.8579432459053385,0.18124516122852263,0.9869622694721978,0.9922379472566389,11.141363260010069,7.700523049856677,1.6267772354131
