computed_ts,proposed_status,proposed_index_value,proposed_index_class,crisp_max_index_value,crisp_max_index_class,crisp_class_max_index_value,crisp_class_max_index_class,weighted_mean_index_value,weighted_mean_index_class
2026-07-15 05:20:00+03:00,PARTIAL,14.992195553172522,Favorable,14.992195553172522,Favorable,12.5,Favorable,13.718112701959395,Favorable
2026-07-15 05:25:00+03:00,PARTIAL,16.191310153346496,Favorable,16.191310153346496,Favorable,12.5,Favorable,14.317670002046382,Favorable
2026-07-15 05:30:00+03:00,PARTIAL,16.168416715733617,Favorable,16.168416715733617,Favorable,12.5,Favorable,14.306223283239943,Favorable
2026-07-15 05:35:00+03:00,PARTIAL,15.287224794633808,Favorable,15.287224794633808,Favorable,12.5,Favorable,13.865627322690038,Favorable
2026-07-15 05:40:00+03:00,PARTIAL,14.739941055200193,Favorable,14.739941055200193,Favorable,12.5,Favorable,13.59198545297323,Favorable
2026-07-15 05:45:00+03:00,PARTIAL,15.245232516678215,Favorable,15.245232516678215,Favorable,12.5,Favorable,13.844631183712242,Favorable
2026-07-15 05:50:00+03:00,PARTIAL,15.593052205121563,Favorable,15.593052205121563,Favorable,12.5,Favorable,14.018541027933916,Favorable
2026-07-15 05:55:00+03:00,PARTIAL,15.085605604869784,Favorable,15.085605604869784,Favorable,12.5,Favorable,13.764817727808026,Favorable
2026-07-15 06:00:00+03:00,PARTIAL,14.940625923978493,Favorable,14.940625923978493,Favorable,12.5,Favorable,13.692327887362381,Favorable
2026-07-15 06:05:00+03:00,PARTIAL,14.948032258497214,Favorable,14.948032258497214,Favorable,12.5,Favorable,13.696031054621741,Favorable
2026-07-15 06:10:00+03:00,PARTIAL,14.749599083353434,Favorable,14.749599083353434,Favorable,12.5,Favorable,13.596814467049851,Favorable
2026-07-15 06:15:00+03:00,PARTIAL,15.06349076189673,Favorable,15.06349076189673,Favorable,12.5,Favorable,13.7537603063215,Favorable
2026-07-15 06:20:00+03:00,PARTIAL,15.42104690608883,Favorable,15.42104690608883,Favorable,12.5,Favorable,13.932538378417549,Favorable
2026-07-15 06:25:00+03:00,PARTIAL,15.774779342151817,Favorable,15.774779342151817,Favorable,12.5,Favorable,14.109404596449043,Favorable
2026-07-15 06:30:00+03:00,PARTIAL,15.628749196051078,Favorable,15.628749196051078,Favorable,12.5,Favorable,14.036389523398674,Favorable
2026-07-15 06:35:00+03:00,PARTIAL,15.919749721587342,Favorable,15.919749721587342,Favorable,12.5,Favorable,14.181889786166806,Favorable
2026-07-15 06:40:00+03:00,PARTIAL,15.818837517151852,Favorable,15.818837517151852,Favorable,12.5,Favorable,14.13143368394906,Favorable
2026-07-15 06:45:00+03:00,PARTIAL,15.634314297677669,Favorable,15.634314297677669,Favorable,12.5,Favorable,14.039172074211969,Favorable
2026-07-15 06:50:00+03:00,PARTIAL,15.905713739424018,Favorable,15.905713739424018,Favorable,12.5,Favorable,14.174871795085142,Favorable
2026-07-15 06:55:00+03:00,PARTIAL,15.369518802774794,Favorable,15.369518802774794,Favorable,12.5,Favorable,13.90677432676053,Favorable
2026-07-15 07:00:00+03:00,PARTIAL,16.254637216455784,Favorable,16.254637216455784,Favorable,12.5,Favorable,14.349333533601026,Favorable
2026-07-15 07:05:00+03:00,PARTIAL,16.204233395065273,Favorable,16.204233395065273,Favorable,12.5,Favorable,14.324131622905771,Favorable
2026-07-15 07:10:00+03:00,PARTIAL,16.924487317250374,Favorable,16.924487317250374,Favorable,12.5,Favorable,14.684258583998322,Favorable
2026-07-15 07:15:00+03:00,PARTIAL,17.292031999082027,Favorable,17.292031999082027,Favorable,12.5,Favorable,14.868030924914148,Favorable
2026-07-15 07:20:00+03:00,PARTIAL,17.2011709902172,Favorable,17.2011709902172,Favorable,12.5,Favorable,15.393308889698428,Favorable
2026-07-15 07:25:00+03:00,PARTIAL,20.461230122687535,Favorable,20.461230122687535,Favorable,12.5,Favorable,19.1420335774731,Favorable
2026-07-15 07:30:00+03:00,PARTIAL,27.63058010757117,Acceptable,27.63058010757117,Acceptable,37.5,Acceptable,22.803808875751837,Favorable
2026-07-15 07:35:00+03:00,PARTIAL,34.120792598235056,Acceptable,34.55181250770121,Acceptable,37.5,Acceptable,26.792870721107498,Acceptable
2026-07-15 07:40:00+03:00,PARTIAL,37.49999999999999,Acceptable,37.5,Acceptable,37.5,Acceptable,28.361184378193826,Acceptable
2026-07-15 07:45:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,28.456502968091897,Acceptable
2026-07-15 07:50:00+03:00,PARTIAL,62.500000000000014,Degraded,62.5,Degraded,62.5,Degraded,40.236254550980576,Acceptable
2026-07-15 07:55:00+03:00,PARTIAL,62.499999999999986,Degraded,62.5,Degraded,62.5,Degraded,40.83460709493772,Acceptable
2026-07-15 08:00:00+03:00,PARTIAL,62.49999999999999,Degraded,62.5,Degraded,62.5,Degraded,41.57563431774524,Acceptable
2026-07-15 08:05:00+03:00,PARTIAL,62.500000000000014,Degraded,62.5,Degraded,62.5,Degraded,42.65006735020704,Acceptable
2026-07-15 08:10:00+03:00,PARTIAL,62.50000000000002,Degraded,62.5,Degraded,62.5,Degraded,43.29486540923884,Acceptable
2026-07-15 08:15:00+03:00,PARTIAL,62.50000000000002,Degraded,62.5,Degraded,62.5,Degraded,43.58194095234812,Acceptable
2026-07-15 08:20:00+03:00,PARTIAL,56.55963602928746,Degraded,58.4356370319753,Degraded,62.5,Degraded,41.96534678125816,Acceptable
2026-07-15 08:25:00+03:00,PARTIAL,45.57312799054071,Acceptable,44.09632084121859,Acceptable,37.5,Acceptable,35.25793664425949,Acceptable
2026-07-15 08:30:00+03:00,PARTIAL,37.50000000000001,Acceptable,37.5,Acceptable,37.5,Acceptable,32.69578051615718,Acceptable
2026-07-15 08:35:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,33.83822692759786,Acceptable
2026-07-15 08:40:00+03:00,PARTIAL,37.49999999999999,Acceptable,37.5,Acceptable,37.5,Acceptable,34.507773510675534,Acceptable
2026-07-15 08:45:00+03:00,PARTIAL,34.78288469277888,Acceptable,35.042197089708694,Acceptable,37.5,Acceptable,33.79631219057191,Acceptable
2026-07-15 08:50:00+03:00,PARTIAL,33.7210892269318,Acceptable,34.11012006206254,Acceptable,37.5,Acceptable,32.77258056177369,Acceptable
2026-07-15 08:55:00+03:00,PARTIAL,34.978732825203835,Acceptable,35.17849303910247,Acceptable,37.5,Acceptable,34.14173454509674,Acceptable
2026-07-15 09:00:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,36.7683807372101,Acceptable
2026-07-15 09:05:00+03:00,PARTIAL,62.50000000000001,Degraded,62.50000000000001,Degraded,62.5,Degraded,50.0,Degraded
2026-07-15 09:10:00+03:00,PARTIAL,83.95394666741838,Critical,83.95394666741838,Critical,87.5,Critical,72.65579755006708,Degraded
2026-07-15 09:15:00+03:00,PARTIAL,87.55597014925372,Critical,87.55597014925372,Critical,87.5,Critical,75.02798507462686,Critical
2026-07-15 09:20:00+03:00,PARTIAL,62.500000000000014,Degraded,62.500000000000014,Degraded,62.5,Degraded,60.29123055912029,Degraded
2026-07-15 09:25:00+03:00,PARTIAL,62.5,Degraded,62.5,Degraded,62.5,Degraded,50.0,Degraded
2026-07-15 09:30:00+03:00,PARTIAL,59.03636377136182,Degraded,59.03636377136182,Degraded,62.5,Degraded,48.26818188568091,Acceptable
2026-07-15 09:35:00+03:00,PARTIAL,53.56548607790564,Degraded,53.56548607790564,Degraded,62.5,Degraded,45.532743038952816,Acceptable
2026-07-15 09:40:00+03:00,PARTIAL,46.35915198801131,Acceptable,46.35915198801131,Acceptable,37.5,Acceptable,41.92957599400566,Acceptable
2026-07-15 09:45:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,34.86998427528064,Acceptable
2026-07-15 09:50:00+03:00,PARTIAL,37.50000000000001,Acceptable,37.5,Acceptable,37.5,Acceptable,28.788255028028942,Acceptable
2026-07-15 09:55:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,24.972014925373134,Favorable
2026-07-15 10:00:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,24.972014925373134,Favorable
2026-07-15 10:05:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,24.972014925373134,Favorable
2026-07-15 10:10:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,24.972014925373134,Favorable
2026-07-15 10:15:00+03:00,PARTIAL,37.5,Acceptable,37.5,Acceptable,37.5,Acceptable,24.972014925373134,Favorable
2026-07-15 10:20:00+03:00,PARTIAL,33.78184536323086,Acceptable,33.78184536323086,Acceptable,37.5,Acceptable,23.112937606988563,Favorable
2026-07-15 10:25:00+03:00,PARTIAL,30.022669456995917,Acceptable,30.022669456995917,Acceptable,37.5,Acceptable,21.233349653871095,Favorable
2026-07-15 10:30:00+03:00,PARTIAL,28.859230789288937,Acceptable,28.859230789288937,Acceptable,37.5,Acceptable,20.651630320017603,Favorable
2026-07-15 10:35:00+03:00,PARTIAL,28.73723109685188,Acceptable,28.73723109685188,Acceptable,37.5,Acceptable,20.590630473799074,Favorable
2026-07-15 10:40:00+03:00,PARTIAL,26.639755918263585,Acceptable,26.639755918263585,Acceptable,37.5,Acceptable,19.541892884504925,Favorable
2026-07-15 10:45:00+03:00,PARTIAL,25.951426029523624,Acceptable,25.951426029523624,Acceptable,37.5,Acceptable,19.197727940134946,Favorable
2026-07-15 10:50:00+03:00,PARTIAL,24.79994557463093,Favorable,24.79994557463093,Favorable,12.5,Favorable,18.6219877126886,Favorable
2026-07-15 10:55:00+03:00,PARTIAL,25.395330317752983,Acceptable,25.395330317752983,Acceptable,37.5,Acceptable,18.919680084249627,Favorable
2026-07-15 11:00:00+03:00,PARTIAL,24.099362691243492,Favorable,24.099362691243492,Favorable,12.5,Favorable,18.27169627099488,Favorable
2026-07-15 11:05:00+03:00,PARTIAL,24.45024414925909,Favorable,24.45024414925909,Favorable,12.5,Favorable,18.447137000002677,Favorable
2026-07-15 11:10:00+03:00,PARTIAL,23.37293356514762,Favorable,23.37293356514762,Favorable,12.5,Favorable,17.908481707946944,Favorable
2026-07-15 11:15:00+03:00,PARTIAL,23.701557950620302,Favorable,23.701557950620302,Favorable,12.5,Favorable,18.072793900683287,Favorable
2026-07-15 11:20:00+03:00,PARTIAL,22.869256390858087,Favorable,22.869256390858087,Favorable,12.5,Favorable,17.65664312080218,Favorable
2026-07-15 11:25:00+03:00,PARTIAL,23.71051089832322,Favorable,23.71051089832322,Favorable,12.5,Favorable,18.077270374534745,Favorable
2026-07-15 11:30:00+03:00,PARTIAL,23.93327727847629,Favorable,23.93327727847629,Favorable,12.5,Favorable,18.18865356461128,Favorable
2026-07-15 11:35:00+03:00,PARTIAL,23.2994759979562,Favorable,23.2994759979562,Favorable,12.5,Favorable,17.871752924351235,Favorable
2026-07-15 11:40:00+03:00,PARTIAL,21.799655259577708,Favorable,21.799655259577708,Favorable,12.5,Favorable,17.12184255516199,Favorable
2026-07-15 11:45:00+03:00,PARTIAL,20.08755881124839,Favorable,20.08755881124839,Favorable,12.5,Favorable,16.26579433099733,Favorable
2026-07-15 11:50:00+03:00,PARTIAL,18.971747949994676,Favorable,18.971747949994676,Favorable,12.5,Favorable,15.707888900370472,Favorable
2026-07-15 11:55:00+03:00,PARTIAL,18.37942377493125,Favorable,18.37942377493125,Favorable,12.5,Favorable,15.41172681283876,Favorable
2026-07-15 12:00:00+03:00,PARTIAL,17.879919253645443,Favorable,17.879919253645443,Favorable,12.5,Favorable,15.161974552195856,Favorable
2026-07-15 12:05:00+03:00,PARTIAL,18.407944960127956,Favorable,18.407944960127956,Favorable,12.5,Favorable,15.425987405437112,Favorable
2026-07-15 12:10:00+03:00,PARTIAL,18.84262253687463,Favorable,18.84262253687463,Favorable,12.5,Favorable,15.643326193810449,Favorable
2026-07-15 12:15:00+03:00,PARTIAL,19.22349980705626,Favorable,19.22349980705626,Favorable,12.5,Favorable,15.833764828901264,Favorable
2026-07-15 12:20:00+03:00,PARTIAL,18.770018731924292,Favorable,18.770018731924292,Favorable,12.5,Favorable,15.60702429133528,Favorable
2026-07-15 12:25:00+03:00,PARTIAL,16.747135600684484,Favorable,16.747135600684484,Favorable,12.5,Favorable,14.595582725715376,Favorable
2026-07-15 12:30:00+03:00,PARTIAL,15.27038579877018,Favorable,15.27038579877018,Favorable,12.5,Favorable,13.857207824758223,Favorable
2026-07-15 12:35:00+03:00,PARTIAL,13.152542144413614,Favorable,13.152542144413614,Favorable,12.5,Favorable,12.798285997579942,Favorable
2026-07-15 12:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 12:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 12:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 12:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:20:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:25:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:30:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:35:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 13:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:20:00+03:00,PARTIAL,13.995071182312282,Favorable,13.995071182312282,Favorable,12.5,Favorable,13.219550516529274,Favorable
2026-07-15 14:25:00+03:00,PARTIAL,14.370342572562594,Favorable,14.370342572562594,Favorable,12.5,Favorable,13.40718621165443,Favorable
2026-07-15 14:30:00+03:00,PARTIAL,14.28521807603787,Favorable,14.28521807603787,Favorable,12.5,Favorable,13.36462396339207,Favorable
2026-07-15 14:35:00+03:00,PARTIAL,13.665572592033921,Favorable,13.665572592033921,Favorable,12.5,Favorable,13.054801221390095,Favorable
2026-07-15 14:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 14:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:20:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:25:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:30:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:35:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 15:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:20:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:25:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:30:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:35:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 16:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:20:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:25:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:30:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:35:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 17:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:05:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:10:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:15:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:20:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:25:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:30:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:35:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:40:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:45:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:50:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 18:55:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
2026-07-15 19:00:00+03:00,PARTIAL,12.444029850746269,Favorable,12.444029850746269,Favorable,12.5,Favorable,12.444029850746269,Favorable
