sample_id,method,trial_index,trial_class,trial_index_value,changed_from_baseline,abs_index_change
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,11,Favorable,15.163926778809337,False,1.6426998851307282
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,12,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,13,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,14,Favorable,17.229047812346284,False,0.4224211484062188
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,15,Acceptable,37.5,True,20.693373336059935
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,16,Acceptable,37.5,True,20.693373336059935
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,17,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,18,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,19,Acceptable,32.859362789017965,True,16.0527361250779
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,20,Acceptable,28.31474859277354,True,11.508121928833475
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,21,Favorable,12.82808031326901,False,3.9785463506710546
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,22,Acceptable,36.772940413866266,True,19.9663137499262
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,23,Favorable,24.1664919028023,False,7.359865238862234
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,24,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,25,Favorable,16.899907228816094,False,0.09328056487602865
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,26,Favorable,12.444029850746269,False,4.362596813193797
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,27,Acceptable,37.5,True,20.693373336059935
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,28,Acceptable,36.34197695998776,True,19.535350296047696
boundary_humidity_2026-07-16T10:55:00+03:00,PROPOSED_HFIS,29,Acceptable,25.64233878211705,True,8.835712118176986
