method,selection_reason,boundary_channel,n_samples,n_trials_total,n_class_changes,class_change_rate,class_change_rate_ci95_low,class_change_rate_ci95_high,mean_abs_index_change,median_abs_index_change,p95_abs_index_change,max_abs_index_change,n_comparable_for_direction,n_moved_better,n_moved_worse,prob_moved_better,prob_moved_worse,prob_moved_better_ci95_low,prob_moved_better_ci95_high,prob_moved_worse_ci95_low,prob_moved_worse_ci95_high
CRISP-MAX,boundary_adjacent,humidity,3,90,33,0.36666666666666664,0.2744710138371421,0.4697788710753059,9.41823711552996,8.33317400086878,20.616052898193416,26.445628276734837,90,9,24,0.1,0.26666666666666666,0.05350614574335834,0.17924350899398628,0.18623692042961365,0.3662003781671706
CRISP-MAX,boundary_adjacent,temperature,17,510,213,0.4176470588235294,0.3756161346944235,0.4609093626572896,8.887497908613419,9.937015793093925,18.40361103126057,24.70686577840427,510,83,130,0.1627450980392157,0.2549019607843137,0.13324989609279037,0.19728309306184405,0.21900777510470587,0.29446096701348773
CRISP-MAX,random_comparison,,10,300,83,0.27666666666666667,0.22910976871830163,0.3298709633473536,6.284521719828901,3.5878395744271785,20.640997195727827,24.135740091773123,300,19,64,0.06333333333333334,0.21333333333333335,0.04091655604878176,0.09679203948257407,0.1707518836854917,0.26316368284654346
PROPOSED-HFIS,boundary_adjacent,humidity,3,90,33,0.36666666666666664,0.2744710138371421,0.4697788710753059,9.406771932611953,8.33317400086878,20.562392910979145,26.445628276734837,90,9,24,0.1,0.26666666666666666,0.05350614574335834,0.17924350899398628,0.18623692042961365,0.3662003781671706
PROPOSED-HFIS,boundary_adjacent,temperature,17,510,213,0.4176470588235294,0.3756161346944235,0.4609093626572896,8.865285243084513,9.737323539540345,18.52368739295167,24.70686577840427,510,83,130,0.1627450980392157,0.2549019607843137,0.13324989609279037,0.19728309306184405,0.21900777510470587,0.29446096701348773
PROPOSED-HFIS,random_comparison,,10,300,83,0.27666666666666667,0.22910976871830163,0.3298709633473536,6.231609235116384,3.5878395744271785,20.640576174311573,24.135740091773123,300,19,64,0.06333333333333334,0.21333333333333335,0.04091655604878176,0.09679203948257407,0.1707518836854917,0.26316368284654346
WEIGHTED-MEAN,boundary_adjacent,humidity,3,90,12,0.13333333333333333,0.07794605243571105,0.2187411310735215,4.272007060934902,3.723376309851215,10.213093689848785,10.281196455489575,90,9,3,0.1,0.03333333333333333,0.05350614574335834,0.17924350899398628,0.011400183632439498,0.09347441356112923
WEIGHTED-MEAN,boundary_adjacent,temperature,17,510,36,0.07058823529411765,0.05142030506994879,0.09617693112112644,3.43269686118802,3.7513082380040803,7.710825784036304,12.062718619996286,510,15,21,0.029411764705882353,0.041176470588235294,0.017903355120496598,0.04795662974643515,0.027087161439119385,0.062126323806139076
WEIGHTED-MEAN,random_comparison,,10,300,14,0.04666666666666667,0.02799867455083086,0.07679803531378282,2.7051893859866336,1.9596932074950573,7.13033662801753,13.031779232345198,300,0,14,0.0,0.04666666666666667,0.0,0.012643429997735661,0.02799867455083086,0.07679803531378282
