sample_id,method,selection_reason,boundary_channel,original_class,n_samples,n_trials_total,n_class_changes,class_change_rate,class_change_rate_ci95_low,class_change_rate_ci95_high,mean_abs_index_change,median_abs_index_change,p95_abs_index_change,max_abs_index_change,n_comparable_for_direction,n_moved_better,n_moved_worse,prob_moved_better,prob_moved_worse,prob_moved_better_ci95_low,prob_moved_better_ci95_high,prob_moved_worse_ci95_low,prob_moved_worse_ci95_high
boundary_temperature_2026-07-16T05:20:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Acceptable,1,30,2,0.06666666666666667,0.01847663532769335,0.21323817721072091,4.607530116283382,2.990423841084887,12.35769019130842,12.595453884373335,30,0,2,0.0,0.06666666666666667,0.0,0.113517091390478,0.01847663532769335,0.21323817721072091
boundary_temperature_2026-07-16T05:20:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,15,0.5,0.33153851227173764,0.6684614877282624,3.489132990066736,3.7170693375013144,6.805386127422596,7.702251267532773,30,15,0,0.5,0.0,0.33153851227173764,0.6684614877282624,0.0,0.113517091390478
boundary_temperature_2026-07-17T01:00:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,19,0.6333333333333333,0.45513246433604937,0.7812629779598231,8.727550829203127,9.804144966496608,12.884177818489263,12.884177818489263,30,0,19,0.0,0.6333333333333333,0.0,0.113517091390478,0.45513246433604937,0.7812629779598231
boundary_temperature_2026-07-17T01:00:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,19,0.6333333333333333,0.45513246433604937,0.7812629779598231,8.664639315201159,9.651236453471022,12.876027108363864,12.884177818489263,30,0,19,0.0,0.6333333333333333,0.0,0.113517091390478,0.45513246433604937,0.7812629779598231
boundary_temperature_2026-07-17T01:00:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.9813738924839948,3.1101990503503743,9.548743172663759,11.127927005256034,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-18T02:20:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,19,0.6333333333333333,0.45513246433604937,0.7812629779598231,8.850730474345893,10.7087830434963,12.867713939070029,12.867713939070029,30,0,19,0.0,0.6333333333333333,0.0,0.113517091390478,0.45513246433604937,0.7812629779598231
boundary_temperature_2026-07-18T02:20:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,19,0.6333333333333333,0.45513246433604937,0.7812629779598231,8.728171929403135,10.688527896181931,12.867713939070029,12.867713939070029,30,0,19,0.0,0.6333333333333333,0.0,0.113517091390478,0.45513246433604937,0.7812629779598231
boundary_temperature_2026-07-18T02:20:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.1936350882155287,4.140898383307695,5.589036587876011,6.698787196542916,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-18T09:55:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,22,0.7333333333333333,0.5555169795568831,0.8581750444608938,10.161942661612992,12.196488068585921,12.859482080667803,12.859482080667803,30,0,22,0.0,0.7333333333333333,0.0,0.113517091390478,0.5555169795568831,0.8581750444608938
boundary_temperature_2026-07-18T09:55:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,22,0.7333333333333333,0.5555169795568831,0.8581750444608938,10.152095084118836,12.196488068585921,12.859482080667803,12.859482080667803,30,0,22,0.0,0.7333333333333333,0.0,0.113517091390478,0.5555169795568831,0.8581750444608938
boundary_temperature_2026-07-18T09:55:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.4913717233655794,4.065496022861975,5.732536213418911,6.942631738584716,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-18T22:20:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,9.35866946039732,12.38654320987689,12.669426939376834,12.669426939376834,30,0,17,0.0,0.5666666666666667,0.0,0.113517091390478,0.3919700954540873,0.7262276256938489
boundary_temperature_2026-07-18T22:20:00+03:00,PROPOSED-HFIS,boundary_adjacent,temperature,Degraded,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,9.320677472657376,12.386543209876887,12.669426939376834,12.669426939376834,30,0,17,0.0,0.5666666666666667,0.0,0.113517091390478,0.3919700954540873,0.7262276256938489
boundary_temperature_2026-07-18T22:20:00+03:00,WEIGHTED-MEAN,boundary_adjacent,temperature,Acceptable,1,30,0,0.0,0.0,0.113517091390478,3.393351155596993,3.4139547128115595,7.23216290458283,8.491867721275462,30,0,0,0.0,0.0,0.0,0.113517091390478,0.0,0.113517091390478
boundary_temperature_2026-07-19T11:05:00+03:00,CRISP-MAX,boundary_adjacent,temperature,Degraded,1,30,17,0.5666666666666667,0.3919700954540873,0.7262276256938489,8.927975669935199,11.175866272554629,12.892409839507167,12.892409839507167,30,0,17,0.0,0.5666666666666667,0.0,0.113517091390478,0.3919700954540873,0.7262276256938489
