masking_case,dataset_split,strategy,true_index_class,predicted_index_class,count
direct_input:co2,validation,drop,Favourable,Favourable,0
direct_input:co2,validation,drop,Favourable,Acceptable,0
direct_input:co2,validation,drop,Favourable,Degraded,0
direct_input:co2,validation,drop,Favourable,Critical,0
direct_input:co2,validation,drop,Acceptable,Favourable,0
direct_input:co2,validation,drop,Acceptable,Acceptable,0
direct_input:co2,validation,drop,Acceptable,Degraded,0
direct_input:co2,validation,drop,Acceptable,Critical,0
direct_input:co2,validation,drop,Degraded,Favourable,0
direct_input:co2,validation,drop,Degraded,Acceptable,0
direct_input:co2,validation,drop,Degraded,Degraded,0
direct_input:co2,validation,drop,Degraded,Critical,0
direct_input:co2,validation,drop,Critical,Favourable,0
direct_input:co2,validation,drop,Critical,Acceptable,0
direct_input:co2,validation,drop,Critical,Degraded,0
direct_input:co2,validation,drop,Critical,Critical,0
direct_input:co2,validation,favourable_value,Favourable,Favourable,38
direct_input:co2,validation,favourable_value,Favourable,Acceptable,0
direct_input:co2,validation,favourable_value,Favourable,Degraded,0
direct_input:co2,validation,favourable_value,Favourable,Critical,0
direct_input:co2,validation,favourable_value,Acceptable,Favourable,8
direct_input:co2,validation,favourable_value,Acceptable,Acceptable,26
direct_input:co2,validation,favourable_value,Acceptable,Degraded,0
direct_input:co2,validation,favourable_value,Acceptable,Critical,0
direct_input:co2,validation,favourable_value,Degraded,Favourable,0
direct_input:co2,validation,favourable_value,Degraded,Acceptable,0
direct_input:co2,validation,favourable_value,Degraded,Degraded,68
direct_input:co2,validation,favourable_value,Degraded,Critical,0
direct_input:co2,validation,favourable_value,Critical,Favourable,0
direct_input:co2,validation,favourable_value,Critical,Acceptable,0
direct_input:co2,validation,favourable_value,Critical,Degraded,0
direct_input:co2,validation,favourable_value,Critical,Critical,220
direct_input:co2,validation,locf,Favourable,Favourable,38
direct_input:co2,validation,locf,Favourable,Acceptable,0
direct_input:co2,validation,locf,Favourable,Degraded,0
direct_input:co2,validation,locf,Favourable,Critical,0
direct_input:co2,validation,locf,Acceptable,Favourable,0
direct_input:co2,validation,locf,Acceptable,Acceptable,34
direct_input:co2,validation,locf,Acceptable,Degraded,0
direct_input:co2,validation,locf,Acceptable,Critical,0
direct_input:co2,validation,locf,Degraded,Favourable,0
direct_input:co2,validation,locf,Degraded,Acceptable,0
direct_input:co2,validation,locf,Degraded,Degraded,68
direct_input:co2,validation,locf,Degraded,Critical,0
direct_input:co2,validation,locf,Critical,Favourable,0
direct_input:co2,validation,locf,Critical,Acceptable,0
direct_input:co2,validation,locf,Critical,Degraded,0
direct_input:co2,validation,locf,Critical,Critical,220
direct_input:co2,validation,mean_imputation,Favourable,Favourable,38
direct_input:co2,validation,mean_imputation,Favourable,Acceptable,0
direct_input:co2,validation,mean_imputation,Favourable,Degraded,0
direct_input:co2,validation,mean_imputation,Favourable,Critical,0
direct_input:co2,validation,mean_imputation,Acceptable,Favourable,8
direct_input:co2,validation,mean_imputation,Acceptable,Acceptable,26
direct_input:co2,validation,mean_imputation,Acceptable,Degraded,0
direct_input:co2,validation,mean_imputation,Acceptable,Critical,0
direct_input:co2,validation,mean_imputation,Degraded,Favourable,0
direct_input:co2,validation,mean_imputation,Degraded,Acceptable,0
direct_input:co2,validation,mean_imputation,Degraded,Degraded,68
direct_input:co2,validation,mean_imputation,Degraded,Critical,0
direct_input:co2,validation,mean_imputation,Critical,Favourable,0
direct_input:co2,validation,mean_imputation,Critical,Acceptable,0
direct_input:co2,validation,mean_imputation,Critical,Degraded,0
direct_input:co2,validation,mean_imputation,Critical,Critical,220
direct_input:co2,validation,proposed,Favourable,Favourable,38
direct_input:co2,validation,proposed,Favourable,Acceptable,0
direct_input:co2,validation,proposed,Favourable,Degraded,0
direct_input:co2,validation,proposed,Favourable,Critical,0
direct_input:co2,validation,proposed,Acceptable,Favourable,8
direct_input:co2,validation,proposed,Acceptable,Acceptable,26
direct_input:co2,validation,proposed,Acceptable,Degraded,0
direct_input:co2,validation,proposed,Acceptable,Critical,0
direct_input:co2,validation,proposed,Degraded,Favourable,0
direct_input:co2,validation,proposed,Degraded,Acceptable,0
direct_input:co2,validation,proposed,Degraded,Degraded,68
direct_input:co2,validation,proposed,Degraded,Critical,0
direct_input:co2,validation,proposed,Critical,Favourable,0
direct_input:co2,validation,proposed,Critical,Acceptable,0
direct_input:co2,validation,proposed,Critical,Degraded,0
direct_input:co2,validation,proposed,Critical,Critical,220
direct_input:humidity,calibration,drop,Favourable,Favourable,0
direct_input:humidity,calibration,drop,Favourable,Acceptable,0
direct_input:humidity,calibration,drop,Favourable,Degraded,0
direct_input:humidity,calibration,drop,Favourable,Critical,0
direct_input:humidity,calibration,drop,Acceptable,Favourable,0
direct_input:humidity,calibration,drop,Acceptable,Acceptable,0
direct_input:humidity,calibration,drop,Acceptable,Degraded,0
direct_input:humidity,calibration,drop,Acceptable,Critical,0
direct_input:humidity,calibration,drop,Degraded,Favourable,0
direct_input:humidity,calibration,drop,Degraded,Acceptable,0
direct_input:humidity,calibration,drop,Degraded,Degraded,0
direct_input:humidity,calibration,drop,Degraded,Critical,0
direct_input:humidity,calibration,drop,Critical,Favourable,0
direct_input:humidity,calibration,drop,Critical,Acceptable,0
direct_input:humidity,calibration,drop,Critical,Degraded,0
direct_input:humidity,calibration,drop,Critical,Critical,0
direct_input:humidity,calibration,favourable_value,Favourable,Favourable,260
direct_input:humidity,calibration,favourable_value,Favourable,Acceptable,0
direct_input:humidity,calibration,favourable_value,Favourable,Degraded,0
direct_input:humidity,calibration,favourable_value,Favourable,Critical,0
direct_input:humidity,calibration,favourable_value,Acceptable,Favourable,36
direct_input:humidity,calibration,favourable_value,Acceptable,Acceptable,68
direct_input:humidity,calibration,favourable_value,Acceptable,Degraded,0
direct_input:humidity,calibration,favourable_value,Acceptable,Critical,0
direct_input:humidity,calibration,favourable_value,Degraded,Favourable,6
direct_input:humidity,calibration,favourable_value,Degraded,Acceptable,15
direct_input:humidity,calibration,favourable_value,Degraded,Degraded,152
direct_input:humidity,calibration,favourable_value,Degraded,Critical,0
direct_input:humidity,calibration,favourable_value,Critical,Favourable,1
direct_input:humidity,calibration,favourable_value,Critical,Acceptable,0
direct_input:humidity,calibration,favourable_value,Critical,Degraded,0
direct_input:humidity,calibration,favourable_value,Critical,Critical,302
direct_input:humidity,calibration,locf,Favourable,Favourable,258
direct_input:humidity,calibration,locf,Favourable,Acceptable,2
direct_input:humidity,calibration,locf,Favourable,Degraded,0
direct_input:humidity,calibration,locf,Favourable,Critical,0
direct_input:humidity,calibration,locf,Acceptable,Favourable,1
direct_input:humidity,calibration,locf,Acceptable,Acceptable,101
direct_input:humidity,calibration,locf,Acceptable,Degraded,2
direct_input:humidity,calibration,locf,Acceptable,Critical,0
direct_input:humidity,calibration,locf,Degraded,Favourable,0
direct_input:humidity,calibration,locf,Degraded,Acceptable,1
direct_input:humidity,calibration,locf,Degraded,Degraded,172
direct_input:humidity,calibration,locf,Degraded,Critical,0
direct_input:humidity,calibration,locf,Critical,Favourable,0
direct_input:humidity,calibration,locf,Critical,Acceptable,1
direct_input:humidity,calibration,locf,Critical,Degraded,0
direct_input:humidity,calibration,locf,Critical,Critical,302
direct_input:humidity,calibration,mean_imputation,Favourable,Favourable,260
direct_input:humidity,calibration,mean_imputation,Favourable,Acceptable,0
direct_input:humidity,calibration,mean_imputation,Favourable,Degraded,0
direct_input:humidity,calibration,mean_imputation,Favourable,Critical,0
direct_input:humidity,calibration,mean_imputation,Acceptable,Favourable,36
direct_input:humidity,calibration,mean_imputation,Acceptable,Acceptable,68
direct_input:humidity,calibration,mean_imputation,Acceptable,Degraded,0
direct_input:humidity,calibration,mean_imputation,Acceptable,Critical,0
direct_input:humidity,calibration,mean_imputation,Degraded,Favourable,6
direct_input:humidity,calibration,mean_imputation,Degraded,Acceptable,15
direct_input:humidity,calibration,mean_imputation,Degraded,Degraded,152
direct_input:humidity,calibration,mean_imputation,Degraded,Critical,0
direct_input:humidity,calibration,mean_imputation,Critical,Favourable,1
direct_input:humidity,calibration,mean_imputation,Critical,Acceptable,0
direct_input:humidity,calibration,mean_imputation,Critical,Degraded,0
direct_input:humidity,calibration,mean_imputation,Critical,Critical,302
direct_input:humidity,calibration,proposed,Favourable,Favourable,260
direct_input:humidity,calibration,proposed,Favourable,Acceptable,0
direct_input:humidity,calibration,proposed,Favourable,Degraded,0
direct_input:humidity,calibration,proposed,Favourable,Critical,0
direct_input:humidity,calibration,proposed,Acceptable,Favourable,78
direct_input:humidity,calibration,proposed,Acceptable,Acceptable,26
direct_input:humidity,calibration,proposed,Acceptable,Degraded,0
direct_input:humidity,calibration,proposed,Acceptable,Critical,0
direct_input:humidity,calibration,proposed,Degraded,Favourable,136
direct_input:humidity,calibration,proposed,Degraded,Acceptable,25
direct_input:humidity,calibration,proposed,Degraded,Degraded,12
direct_input:humidity,calibration,proposed,Degraded,Critical,0
direct_input:humidity,calibration,proposed,Critical,Favourable,225
direct_input:humidity,calibration,proposed,Critical,Acceptable,59
direct_input:humidity,calibration,proposed,Critical,Degraded,3
direct_input:humidity,calibration,proposed,Critical,Critical,16
direct_input:humidity,validation,drop,Favourable,Favourable,0
direct_input:humidity,validation,drop,Favourable,Acceptable,0
direct_input:humidity,validation,drop,Favourable,Degraded,0
direct_input:humidity,validation,drop,Favourable,Critical,0
direct_input:humidity,validation,drop,Acceptable,Favourable,0
direct_input:humidity,validation,drop,Acceptable,Acceptable,0
direct_input:humidity,validation,drop,Acceptable,Degraded,0
direct_input:humidity,validation,drop,Acceptable,Critical,0
direct_input:humidity,validation,drop,Degraded,Favourable,0
direct_input:humidity,validation,drop,Degraded,Acceptable,0
direct_input:humidity,validation,drop,Degraded,Degraded,0
direct_input:humidity,validation,drop,Degraded,Critical,0
direct_input:humidity,validation,drop,Critical,Favourable,0
direct_input:humidity,validation,drop,Critical,Acceptable,0
direct_input:humidity,validation,drop,Critical,Degraded,0
direct_input:humidity,validation,drop,Critical,Critical,0
direct_input:humidity,validation,favourable_value,Favourable,Favourable,38
direct_input:humidity,validation,favourable_value,Favourable,Acceptable,0
direct_input:humidity,validation,favourable_value,Favourable,Degraded,0
direct_input:humidity,validation,favourable_value,Favourable,Critical,0
direct_input:humidity,validation,favourable_value,Acceptable,Favourable,4
direct_input:humidity,validation,favourable_value,Acceptable,Acceptable,30
direct_input:humidity,validation,favourable_value,Acceptable,Degraded,0
direct_input:humidity,validation,favourable_value,Acceptable,Critical,0
direct_input:humidity,validation,favourable_value,Degraded,Favourable,0
direct_input:humidity,validation,favourable_value,Degraded,Acceptable,0
direct_input:humidity,validation,favourable_value,Degraded,Degraded,68
direct_input:humidity,validation,favourable_value,Degraded,Critical,0
direct_input:humidity,validation,favourable_value,Critical,Favourable,0
direct_input:humidity,validation,favourable_value,Critical,Acceptable,0
direct_input:humidity,validation,favourable_value,Critical,Degraded,0
direct_input:humidity,validation,favourable_value,Critical,Critical,220
direct_input:humidity,validation,locf,Favourable,Favourable,37
direct_input:humidity,validation,locf,Favourable,Acceptable,1
direct_input:humidity,validation,locf,Favourable,Degraded,0
direct_input:humidity,validation,locf,Favourable,Critical,0
direct_input:humidity,validation,locf,Acceptable,Favourable,1
direct_input:humidity,validation,locf,Acceptable,Acceptable,33
direct_input:humidity,validation,locf,Acceptable,Degraded,0
direct_input:humidity,validation,locf,Acceptable,Critical,0
direct_input:humidity,validation,locf,Degraded,Favourable,0
direct_input:humidity,validation,locf,Degraded,Acceptable,0
direct_input:humidity,validation,locf,Degraded,Degraded,68
direct_input:humidity,validation,locf,Degraded,Critical,0
direct_input:humidity,validation,locf,Critical,Favourable,0
direct_input:humidity,validation,locf,Critical,Acceptable,0
direct_input:humidity,validation,locf,Critical,Degraded,0
direct_input:humidity,validation,locf,Critical,Critical,220
direct_input:humidity,validation,mean_imputation,Favourable,Favourable,38
direct_input:humidity,validation,mean_imputation,Favourable,Acceptable,0
direct_input:humidity,validation,mean_imputation,Favourable,Degraded,0
direct_input:humidity,validation,mean_imputation,Favourable,Critical,0
direct_input:humidity,validation,mean_imputation,Acceptable,Favourable,4
direct_input:humidity,validation,mean_imputation,Acceptable,Acceptable,30
direct_input:humidity,validation,mean_imputation,Acceptable,Degraded,0
direct_input:humidity,validation,mean_imputation,Acceptable,Critical,0
direct_input:humidity,validation,mean_imputation,Degraded,Favourable,0
direct_input:humidity,validation,mean_imputation,Degraded,Acceptable,0
direct_input:humidity,validation,mean_imputation,Degraded,Degraded,68
direct_input:humidity,validation,mean_imputation,Degraded,Critical,0
direct_input:humidity,validation,mean_imputation,Critical,Favourable,0
direct_input:humidity,validation,mean_imputation,Critical,Acceptable,0
direct_input:humidity,validation,mean_imputation,Critical,Degraded,0
direct_input:humidity,validation,mean_imputation,Critical,Critical,220
direct_input:humidity,validation,proposed,Favourable,Favourable,38
direct_input:humidity,validation,proposed,Favourable,Acceptable,0
direct_input:humidity,validation,proposed,Favourable,Degraded,0
direct_input:humidity,validation,proposed,Favourable,Critical,0
direct_input:humidity,validation,proposed,Acceptable,Favourable,23
direct_input:humidity,validation,proposed,Acceptable,Acceptable,11
direct_input:humidity,validation,proposed,Acceptable,Degraded,0
direct_input:humidity,validation,proposed,Acceptable,Critical,0
direct_input:humidity,validation,proposed,Degraded,Favourable,51
direct_input:humidity,validation,proposed,Degraded,Acceptable,16
direct_input:humidity,validation,proposed,Degraded,Degraded,1
direct_input:humidity,validation,proposed,Degraded,Critical,0
direct_input:humidity,validation,proposed,Critical,Favourable,118
direct_input:humidity,validation,proposed,Critical,Acceptable,59
direct_input:humidity,validation,proposed,Critical,Degraded,19
direct_input:humidity,validation,proposed,Critical,Critical,24
direct_input:pm10,calibration,drop,Favourable,Favourable,0
direct_input:pm10,calibration,drop,Favourable,Acceptable,0
direct_input:pm10,calibration,drop,Favourable,Degraded,0
direct_input:pm10,calibration,drop,Favourable,Critical,0
direct_input:pm10,calibration,drop,Acceptable,Favourable,0
direct_input:pm10,calibration,drop,Acceptable,Acceptable,0
direct_input:pm10,calibration,drop,Acceptable,Degraded,0
direct_input:pm10,calibration,drop,Acceptable,Critical,0
direct_input:pm10,calibration,drop,Degraded,Favourable,0
direct_input:pm10,calibration,drop,Degraded,Acceptable,0
direct_input:pm10,calibration,drop,Degraded,Degraded,0
direct_input:pm10,calibration,drop,Degraded,Critical,0
direct_input:pm10,calibration,drop,Critical,Favourable,0
direct_input:pm10,calibration,drop,Critical,Acceptable,0
direct_input:pm10,calibration,drop,Critical,Degraded,0
direct_input:pm10,calibration,drop,Critical,Critical,0
direct_input:pm10,calibration,favourable_value,Favourable,Favourable,260
direct_input:pm10,calibration,favourable_value,Favourable,Acceptable,0
direct_input:pm10,calibration,favourable_value,Favourable,Degraded,0
direct_input:pm10,calibration,favourable_value,Favourable,Critical,0
direct_input:pm10,calibration,favourable_value,Acceptable,Favourable,0
direct_input:pm10,calibration,favourable_value,Acceptable,Acceptable,104
direct_input:pm10,calibration,favourable_value,Acceptable,Degraded,0
direct_input:pm10,calibration,favourable_value,Acceptable,Critical,0
direct_input:pm10,calibration,favourable_value,Degraded,Favourable,0
direct_input:pm10,calibration,favourable_value,Degraded,Acceptable,0
direct_input:pm10,calibration,favourable_value,Degraded,Degraded,173
direct_input:pm10,calibration,favourable_value,Degraded,Critical,0
direct_input:pm10,calibration,favourable_value,Critical,Favourable,0
direct_input:pm10,calibration,favourable_value,Critical,Acceptable,0
direct_input:pm10,calibration,favourable_value,Critical,Degraded,0
direct_input:pm10,calibration,favourable_value,Critical,Critical,303
direct_input:pm10,calibration,locf,Favourable,Favourable,260
direct_input:pm10,calibration,locf,Favourable,Acceptable,0
direct_input:pm10,calibration,locf,Favourable,Degraded,0
direct_input:pm10,calibration,locf,Favourable,Critical,0
direct_input:pm10,calibration,locf,Acceptable,Favourable,0
direct_input:pm10,calibration,locf,Acceptable,Acceptable,104
direct_input:pm10,calibration,locf,Acceptable,Degraded,0
direct_input:pm10,calibration,locf,Acceptable,Critical,0
direct_input:pm10,calibration,locf,Degraded,Favourable,0
direct_input:pm10,calibration,locf,Degraded,Acceptable,0
direct_input:pm10,calibration,locf,Degraded,Degraded,173
direct_input:pm10,calibration,locf,Degraded,Critical,0
direct_input:pm10,calibration,locf,Critical,Favourable,0
direct_input:pm10,calibration,locf,Critical,Acceptable,0
direct_input:pm10,calibration,locf,Critical,Degraded,0
direct_input:pm10,calibration,locf,Critical,Critical,303
direct_input:pm10,calibration,mean_imputation,Favourable,Favourable,260
direct_input:pm10,calibration,mean_imputation,Favourable,Acceptable,0
direct_input:pm10,calibration,mean_imputation,Favourable,Degraded,0
direct_input:pm10,calibration,mean_imputation,Favourable,Critical,0
direct_input:pm10,calibration,mean_imputation,Acceptable,Favourable,0
direct_input:pm10,calibration,mean_imputation,Acceptable,Acceptable,104
direct_input:pm10,calibration,mean_imputation,Acceptable,Degraded,0
direct_input:pm10,calibration,mean_imputation,Acceptable,Critical,0
direct_input:pm10,calibration,mean_imputation,Degraded,Favourable,0
direct_input:pm10,calibration,mean_imputation,Degraded,Acceptable,0
direct_input:pm10,calibration,mean_imputation,Degraded,Degraded,173
direct_input:pm10,calibration,mean_imputation,Degraded,Critical,0
direct_input:pm10,calibration,mean_imputation,Critical,Favourable,0
direct_input:pm10,calibration,mean_imputation,Critical,Acceptable,0
direct_input:pm10,calibration,mean_imputation,Critical,Degraded,0
direct_input:pm10,calibration,mean_imputation,Critical,Critical,303
direct_input:pm10,calibration,proposed,Favourable,Favourable,260
direct_input:pm10,calibration,proposed,Favourable,Acceptable,0
direct_input:pm10,calibration,proposed,Favourable,Degraded,0
direct_input:pm10,calibration,proposed,Favourable,Critical,0
direct_input:pm10,calibration,proposed,Acceptable,Favourable,1
direct_input:pm10,calibration,proposed,Acceptable,Acceptable,103
direct_input:pm10,calibration,proposed,Acceptable,Degraded,0
direct_input:pm10,calibration,proposed,Acceptable,Critical,0
direct_input:pm10,calibration,proposed,Degraded,Favourable,4
direct_input:pm10,calibration,proposed,Degraded,Acceptable,0
direct_input:pm10,calibration,proposed,Degraded,Degraded,169
direct_input:pm10,calibration,proposed,Degraded,Critical,0
direct_input:pm10,calibration,proposed,Critical,Favourable,2
direct_input:pm10,calibration,proposed,Critical,Acceptable,1
direct_input:pm10,calibration,proposed,Critical,Degraded,7
direct_input:pm10,calibration,proposed,Critical,Critical,293
direct_input:pm10,validation,drop,Favourable,Favourable,0
direct_input:pm10,validation,drop,Favourable,Acceptable,0
direct_input:pm10,validation,drop,Favourable,Degraded,0
direct_input:pm10,validation,drop,Favourable,Critical,0
direct_input:pm10,validation,drop,Acceptable,Favourable,0
direct_input:pm10,validation,drop,Acceptable,Acceptable,0
direct_input:pm10,validation,drop,Acceptable,Degraded,0
direct_input:pm10,validation,drop,Acceptable,Critical,0
direct_input:pm10,validation,drop,Degraded,Favourable,0
direct_input:pm10,validation,drop,Degraded,Acceptable,0
direct_input:pm10,validation,drop,Degraded,Degraded,0
direct_input:pm10,validation,drop,Degraded,Critical,0
direct_input:pm10,validation,drop,Critical,Favourable,0
direct_input:pm10,validation,drop,Critical,Acceptable,0
direct_input:pm10,validation,drop,Critical,Degraded,0
direct_input:pm10,validation,drop,Critical,Critical,0
direct_input:pm10,validation,favourable_value,Favourable,Favourable,38
direct_input:pm10,validation,favourable_value,Favourable,Acceptable,0
direct_input:pm10,validation,favourable_value,Favourable,Degraded,0
direct_input:pm10,validation,favourable_value,Favourable,Critical,0
direct_input:pm10,validation,favourable_value,Acceptable,Favourable,0
direct_input:pm10,validation,favourable_value,Acceptable,Acceptable,34
direct_input:pm10,validation,favourable_value,Acceptable,Degraded,0
direct_input:pm10,validation,favourable_value,Acceptable,Critical,0
direct_input:pm10,validation,favourable_value,Degraded,Favourable,0
direct_input:pm10,validation,favourable_value,Degraded,Acceptable,0
direct_input:pm10,validation,favourable_value,Degraded,Degraded,68
direct_input:pm10,validation,favourable_value,Degraded,Critical,0
direct_input:pm10,validation,favourable_value,Critical,Favourable,0
direct_input:pm10,validation,favourable_value,Critical,Acceptable,0
direct_input:pm10,validation,favourable_value,Critical,Degraded,0
direct_input:pm10,validation,favourable_value,Critical,Critical,220
direct_input:pm10,validation,locf,Favourable,Favourable,38
direct_input:pm10,validation,locf,Favourable,Acceptable,0
direct_input:pm10,validation,locf,Favourable,Degraded,0
direct_input:pm10,validation,locf,Favourable,Critical,0
direct_input:pm10,validation,locf,Acceptable,Favourable,0
direct_input:pm10,validation,locf,Acceptable,Acceptable,34
direct_input:pm10,validation,locf,Acceptable,Degraded,0
direct_input:pm10,validation,locf,Acceptable,Critical,0
direct_input:pm10,validation,locf,Degraded,Favourable,0
direct_input:pm10,validation,locf,Degraded,Acceptable,0
direct_input:pm10,validation,locf,Degraded,Degraded,68
direct_input:pm10,validation,locf,Degraded,Critical,0
direct_input:pm10,validation,locf,Critical,Favourable,0
direct_input:pm10,validation,locf,Critical,Acceptable,0
direct_input:pm10,validation,locf,Critical,Degraded,0
direct_input:pm10,validation,locf,Critical,Critical,220
direct_input:pm10,validation,mean_imputation,Favourable,Favourable,38
direct_input:pm10,validation,mean_imputation,Favourable,Acceptable,0
direct_input:pm10,validation,mean_imputation,Favourable,Degraded,0
direct_input:pm10,validation,mean_imputation,Favourable,Critical,0
direct_input:pm10,validation,mean_imputation,Acceptable,Favourable,0
direct_input:pm10,validation,mean_imputation,Acceptable,Acceptable,34
direct_input:pm10,validation,mean_imputation,Acceptable,Degraded,0
direct_input:pm10,validation,mean_imputation,Acceptable,Critical,0
direct_input:pm10,validation,mean_imputation,Degraded,Favourable,0
direct_input:pm10,validation,mean_imputation,Degraded,Acceptable,0
direct_input:pm10,validation,mean_imputation,Degraded,Degraded,68
direct_input:pm10,validation,mean_imputation,Degraded,Critical,0
direct_input:pm10,validation,mean_imputation,Critical,Favourable,0
direct_input:pm10,validation,mean_imputation,Critical,Acceptable,0
direct_input:pm10,validation,mean_imputation,Critical,Degraded,0
direct_input:pm10,validation,mean_imputation,Critical,Critical,220
direct_input:pm10,validation,proposed,Favourable,Favourable,38
direct_input:pm10,validation,proposed,Favourable,Acceptable,0
direct_input:pm10,validation,proposed,Favourable,Degraded,0
direct_input:pm10,validation,proposed,Favourable,Critical,0
direct_input:pm10,validation,proposed,Acceptable,Favourable,0
direct_input:pm10,validation,proposed,Acceptable,Acceptable,34
direct_input:pm10,validation,proposed,Acceptable,Degraded,0
direct_input:pm10,validation,proposed,Acceptable,Critical,0
direct_input:pm10,validation,proposed,Degraded,Favourable,0
direct_input:pm10,validation,proposed,Degraded,Acceptable,0
direct_input:pm10,validation,proposed,Degraded,Degraded,68
direct_input:pm10,validation,proposed,Degraded,Critical,0
direct_input:pm10,validation,proposed,Critical,Favourable,0
direct_input:pm10,validation,proposed,Critical,Acceptable,0
direct_input:pm10,validation,proposed,Critical,Degraded,0
direct_input:pm10,validation,proposed,Critical,Critical,220
direct_input:pm2_5,calibration,drop,Favourable,Favourable,0
direct_input:pm2_5,calibration,drop,Favourable,Acceptable,0
direct_input:pm2_5,calibration,drop,Favourable,Degraded,0
direct_input:pm2_5,calibration,drop,Favourable,Critical,0
direct_input:pm2_5,calibration,drop,Acceptable,Favourable,0
direct_input:pm2_5,calibration,drop,Acceptable,Acceptable,0
direct_input:pm2_5,calibration,drop,Acceptable,Degraded,0
direct_input:pm2_5,calibration,drop,Acceptable,Critical,0
direct_input:pm2_5,calibration,drop,Degraded,Favourable,0
direct_input:pm2_5,calibration,drop,Degraded,Acceptable,0
direct_input:pm2_5,calibration,drop,Degraded,Degraded,0
direct_input:pm2_5,calibration,drop,Degraded,Critical,0
direct_input:pm2_5,calibration,drop,Critical,Favourable,0
direct_input:pm2_5,calibration,drop,Critical,Acceptable,0
direct_input:pm2_5,calibration,drop,Critical,Degraded,0
direct_input:pm2_5,calibration,drop,Critical,Critical,0
direct_input:pm2_5,calibration,favourable_value,Favourable,Favourable,260
direct_input:pm2_5,calibration,favourable_value,Favourable,Acceptable,0
direct_input:pm2_5,calibration,favourable_value,Favourable,Degraded,0
direct_input:pm2_5,calibration,favourable_value,Favourable,Critical,0
direct_input:pm2_5,calibration,favourable_value,Acceptable,Favourable,1
direct_input:pm2_5,calibration,favourable_value,Acceptable,Acceptable,103
direct_input:pm2_5,calibration,favourable_value,Acceptable,Degraded,0
direct_input:pm2_5,calibration,favourable_value,Acceptable,Critical,0
direct_input:pm2_5,calibration,favourable_value,Degraded,Favourable,3
direct_input:pm2_5,calibration,favourable_value,Degraded,Acceptable,1
direct_input:pm2_5,calibration,favourable_value,Degraded,Degraded,169
direct_input:pm2_5,calibration,favourable_value,Degraded,Critical,0
direct_input:pm2_5,calibration,favourable_value,Critical,Favourable,0
direct_input:pm2_5,calibration,favourable_value,Critical,Acceptable,0
direct_input:pm2_5,calibration,favourable_value,Critical,Degraded,3
direct_input:pm2_5,calibration,favourable_value,Critical,Critical,300
direct_input:pm2_5,calibration,locf,Favourable,Favourable,259
direct_input:pm2_5,calibration,locf,Favourable,Acceptable,1
direct_input:pm2_5,calibration,locf,Favourable,Degraded,0
direct_input:pm2_5,calibration,locf,Favourable,Critical,0
direct_input:pm2_5,calibration,locf,Acceptable,Favourable,0
direct_input:pm2_5,calibration,locf,Acceptable,Acceptable,103
direct_input:pm2_5,calibration,locf,Acceptable,Degraded,1
direct_input:pm2_5,calibration,locf,Acceptable,Critical,0
direct_input:pm2_5,calibration,locf,Degraded,Favourable,0
direct_input:pm2_5,calibration,locf,Degraded,Acceptable,0
direct_input:pm2_5,calibration,locf,Degraded,Degraded,171
direct_input:pm2_5,calibration,locf,Degraded,Critical,2
direct_input:pm2_5,calibration,locf,Critical,Favourable,0
direct_input:pm2_5,calibration,locf,Critical,Acceptable,0
direct_input:pm2_5,calibration,locf,Critical,Degraded,0
direct_input:pm2_5,calibration,locf,Critical,Critical,303
direct_input:pm2_5,calibration,mean_imputation,Favourable,Favourable,260
direct_input:pm2_5,calibration,mean_imputation,Favourable,Acceptable,0
direct_input:pm2_5,calibration,mean_imputation,Favourable,Degraded,0
direct_input:pm2_5,calibration,mean_imputation,Favourable,Critical,0
direct_input:pm2_5,calibration,mean_imputation,Acceptable,Favourable,1
direct_input:pm2_5,calibration,mean_imputation,Acceptable,Acceptable,103
direct_input:pm2_5,calibration,mean_imputation,Acceptable,Degraded,0
direct_input:pm2_5,calibration,mean_imputation,Acceptable,Critical,0
direct_input:pm2_5,calibration,mean_imputation,Degraded,Favourable,3
direct_input:pm2_5,calibration,mean_imputation,Degraded,Acceptable,1
direct_input:pm2_5,calibration,mean_imputation,Degraded,Degraded,169
direct_input:pm2_5,calibration,mean_imputation,Degraded,Critical,0
direct_input:pm2_5,calibration,mean_imputation,Critical,Favourable,0
direct_input:pm2_5,calibration,mean_imputation,Critical,Acceptable,0
direct_input:pm2_5,calibration,mean_imputation,Critical,Degraded,3
direct_input:pm2_5,calibration,mean_imputation,Critical,Critical,300
direct_input:pm2_5,calibration,proposed,Favourable,Favourable,260
direct_input:pm2_5,calibration,proposed,Favourable,Acceptable,0
direct_input:pm2_5,calibration,proposed,Favourable,Degraded,0
direct_input:pm2_5,calibration,proposed,Favourable,Critical,0
direct_input:pm2_5,calibration,proposed,Acceptable,Favourable,1
direct_input:pm2_5,calibration,proposed,Acceptable,Acceptable,103
direct_input:pm2_5,calibration,proposed,Acceptable,Degraded,0
direct_input:pm2_5,calibration,proposed,Acceptable,Critical,0
direct_input:pm2_5,calibration,proposed,Degraded,Favourable,4
direct_input:pm2_5,calibration,proposed,Degraded,Acceptable,0
direct_input:pm2_5,calibration,proposed,Degraded,Degraded,169
direct_input:pm2_5,calibration,proposed,Degraded,Critical,0
direct_input:pm2_5,calibration,proposed,Critical,Favourable,2
