boundary_id,channel,context,boundary_value,grid_index,input_value,method,index_value,index_class
co2_breakpoint0,co2,acceptable,800.0,0,730.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,1,737.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,2,744.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,3,751.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,4,758.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,5,765.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,6,772.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,7,779.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,8,786.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,9,793.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,10,800.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,11,807.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,12,814.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,13,821.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,14,828.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,15,835.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,16,842.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,17,849.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,18,856.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,19,863.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,20,870.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,0,730.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,1,737.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,2,744.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,3,751.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,4,758.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,5,765.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,6,772.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,7,779.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,8,786.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,9,793.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,10,800.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,11,807.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,12,814.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,13,821.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,14,828.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,15,835.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,16,842.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,17,849.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,18,856.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,19,863.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,20,870.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,0,730.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,1,737.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,2,744.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,3,751.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,4,758.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,5,765.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,6,772.0,PROPOSED_HFIS,37.49999999999999,Acceptable
co2_breakpoint0,co2,acceptable,800.0,7,779.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,8,786.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,9,793.0,PROPOSED_HFIS,37.50000000000001,Acceptable
co2_breakpoint0,co2,acceptable,800.0,10,800.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,11,807.0,PROPOSED_HFIS,37.50000000000001,Acceptable
co2_breakpoint0,co2,acceptable,800.0,12,814.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,13,821.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,14,828.0,PROPOSED_HFIS,37.49999999999999,Acceptable
co2_breakpoint0,co2,acceptable,800.0,15,835.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,16,842.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,17,849.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,18,856.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,19,863.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,20,870.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,0,730.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,1,737.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,2,744.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,3,751.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,4,758.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,5,765.0,WEIGHTED_MEAN,29.148009950248753,Acceptable
co2_breakpoint0,co2,acceptable,800.0,6,772.0,WEIGHTED_MEAN,30.019758597883595,Acceptable
co2_breakpoint0,co2,acceptable,800.0,7,779.0,WEIGHTED_MEAN,30.878516043883526,Acceptable
co2_breakpoint0,co2,acceptable,800.0,8,786.0,WEIGHTED_MEAN,31.726237542212342,Acceptable
co2_breakpoint0,co2,acceptable,800.0,9,793.0,WEIGHTED_MEAN,32.56481481481482,Acceptable
co2_breakpoint0,co2,acceptable,800.0,10,800.0,WEIGHTED_MEAN,33.39609053497943,Acceptable
co2_breakpoint0,co2,acceptable,800.0,11,807.0,WEIGHTED_MEAN,34.22001153402538,Acceptable
co2_breakpoint0,co2,acceptable,800.0,12,814.0,WEIGHTED_MEAN,35.040583477758524,Acceptable
co2_breakpoint0,co2,acceptable,800.0,13,821.0,WEIGHTED_MEAN,35.859580541077186,Acceptable
co2_breakpoint0,co2,acceptable,800.0,14,828.0,WEIGHTED_MEAN,36.67878486055777,Acceptable
co2_breakpoint0,co2,acceptable,800.0,15,835.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,16,842.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,17,849.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,18,856.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,19,863.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,acceptable,800.0,20,870.0,WEIGHTED_MEAN,37.5,Acceptable
co2_breakpoint0,co2,degraded,800.0,0,730.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,1,737.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,2,744.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,3,751.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,4,758.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,5,765.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,6,772.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,7,779.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,8,786.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,9,793.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,10,800.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,11,807.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,12,814.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,13,821.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,14,828.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,15,835.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,16,842.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,17,849.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,18,856.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,19,863.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,20,870.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,0,730.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,1,737.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,2,744.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,3,751.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,4,758.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,5,765.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,6,772.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,7,779.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,8,786.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,9,793.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,10,800.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,11,807.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,12,814.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,13,821.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,14,828.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,15,835.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,16,842.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,17,849.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,18,856.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,19,863.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,20,870.0,FUZZY_COMPONENT_MAX,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,0,730.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,1,737.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,2,744.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,3,751.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,4,758.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,5,765.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,6,772.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,7,779.0,PROPOSED_HFIS,62.500000000000014,Degraded
co2_breakpoint0,co2,degraded,800.0,8,786.0,PROPOSED_HFIS,62.499999999999986,Degraded
co2_breakpoint0,co2,degraded,800.0,9,793.0,PROPOSED_HFIS,62.500000000000014,Degraded
co2_breakpoint0,co2,degraded,800.0,10,800.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,11,807.0,PROPOSED_HFIS,62.500000000000014,Degraded
co2_breakpoint0,co2,degraded,800.0,12,814.0,PROPOSED_HFIS,62.499999999999986,Degraded
co2_breakpoint0,co2,degraded,800.0,13,821.0,PROPOSED_HFIS,62.500000000000014,Degraded
co2_breakpoint0,co2,degraded,800.0,14,828.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,15,835.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,16,842.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,17,849.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,18,856.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,19,863.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,20,870.0,PROPOSED_HFIS,62.5,Degraded
co2_breakpoint0,co2,degraded,800.0,0,730.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,1,737.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,2,744.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,3,751.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,4,758.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,5,765.0,WEIGHTED_MEAN,45.81467661691542,Acceptable
co2_breakpoint0,co2,degraded,800.0,6,772.0,WEIGHTED_MEAN,46.68642526455026,Acceptable
co2_breakpoint0,co2,degraded,800.0,7,779.0,WEIGHTED_MEAN,47.54518271055019,Acceptable
co2_breakpoint0,co2,degraded,800.0,8,786.0,WEIGHTED_MEAN,48.392904208879,Acceptable
co2_breakpoint0,co2,degraded,800.0,9,793.0,WEIGHTED_MEAN,49.23148148148149,Acceptable
co2_breakpoint0,co2,degraded,800.0,10,800.0,WEIGHTED_MEAN,50.06275720164609,Degraded
co2_breakpoint0,co2,degraded,800.0,11,807.0,WEIGHTED_MEAN,50.886678200692046,Degraded
co2_breakpoint0,co2,degraded,800.0,12,814.0,WEIGHTED_MEAN,51.70725014442519,Degraded
co2_breakpoint0,co2,degraded,800.0,13,821.0,WEIGHTED_MEAN,52.52624720774386,Degraded
co2_breakpoint0,co2,degraded,800.0,14,828.0,WEIGHTED_MEAN,53.34545152722444,Degraded
co2_breakpoint0,co2,degraded,800.0,15,835.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,degraded,800.0,16,842.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,degraded,800.0,17,849.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,degraded,800.0,18,856.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,degraded,800.0,19,863.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,degraded,800.0,20,870.0,WEIGHTED_MEAN,54.166666666666664,Degraded
co2_breakpoint0,co2,favorable,800.0,0,730.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,1,737.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,2,744.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,3,751.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,4,758.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,5,765.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,6,772.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,7,779.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,8,786.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,9,793.0,CRISP_CLASS_MAX,12.5,Favorable
co2_breakpoint0,co2,favorable,800.0,10,800.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,11,807.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,12,814.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,13,821.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,14,828.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,15,835.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,16,842.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,17,849.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,18,856.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,19,863.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,20,870.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,0,730.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,1,737.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,2,744.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,3,751.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,4,758.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,5,765.0,FUZZY_COMPONENT_MAX,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,6,772.0,FUZZY_COMPONENT_MAX,15.05927579365079,Favorable
co2_breakpoint0,co2,favorable,800.0,7,779.0,FUZZY_COMPONENT_MAX,17.635548131650584,Favorable
co2_breakpoint0,co2,favorable,800.0,8,786.0,FUZZY_COMPONENT_MAX,20.17871262663702,Favorable
co2_breakpoint0,co2,favorable,800.0,9,793.0,FUZZY_COMPONENT_MAX,22.694444444444443,Favorable
co2_breakpoint0,co2,favorable,800.0,10,800.0,FUZZY_COMPONENT_MAX,25.188271604938272,Acceptable
co2_breakpoint0,co2,favorable,800.0,11,807.0,FUZZY_COMPONENT_MAX,27.66003460207613,Acceptable
co2_breakpoint0,co2,favorable,800.0,12,814.0,FUZZY_COMPONENT_MAX,30.12175043327556,Acceptable
co2_breakpoint0,co2,favorable,800.0,13,821.0,FUZZY_COMPONENT_MAX,32.578741623231565,Acceptable
co2_breakpoint0,co2,favorable,800.0,14,828.0,FUZZY_COMPONENT_MAX,35.03635458167331,Acceptable
co2_breakpoint0,co2,favorable,800.0,15,835.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,16,842.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,17,849.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,18,856.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,19,863.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,20,870.0,FUZZY_COMPONENT_MAX,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,0,730.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,1,737.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,2,744.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,3,751.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,4,758.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,5,765.0,PROPOSED_HFIS,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,6,772.0,PROPOSED_HFIS,15.05927579365079,Favorable
co2_breakpoint0,co2,favorable,800.0,7,779.0,PROPOSED_HFIS,17.635548131650584,Favorable
co2_breakpoint0,co2,favorable,800.0,8,786.0,PROPOSED_HFIS,20.17871262663702,Favorable
co2_breakpoint0,co2,favorable,800.0,9,793.0,PROPOSED_HFIS,22.694444444444443,Favorable
co2_breakpoint0,co2,favorable,800.0,10,800.0,PROPOSED_HFIS,25.188271604938272,Acceptable
co2_breakpoint0,co2,favorable,800.0,11,807.0,PROPOSED_HFIS,27.66003460207613,Acceptable
co2_breakpoint0,co2,favorable,800.0,12,814.0,PROPOSED_HFIS,30.12175043327556,Acceptable
co2_breakpoint0,co2,favorable,800.0,13,821.0,PROPOSED_HFIS,32.578741623231565,Acceptable
co2_breakpoint0,co2,favorable,800.0,14,828.0,PROPOSED_HFIS,35.03635458167331,Acceptable
co2_breakpoint0,co2,favorable,800.0,15,835.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,16,842.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,17,849.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,18,856.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,19,863.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,20,870.0,PROPOSED_HFIS,37.5,Acceptable
co2_breakpoint0,co2,favorable,800.0,0,730.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,1,737.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,2,744.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,3,751.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,4,758.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,5,765.0,WEIGHTED_MEAN,12.444029850746269,Favorable
co2_breakpoint0,co2,favorable,800.0,6,772.0,WEIGHTED_MEAN,13.315778498381109,Favorable
co2_breakpoint0,co2,favorable,800.0,7,779.0,WEIGHTED_MEAN,14.17453594438104,Favorable
co2_breakpoint0,co2,favorable,800.0,8,786.0,WEIGHTED_MEAN,15.022257442709853,Favorable
co2_breakpoint0,co2,favorable,800.0,9,793.0,WEIGHTED_MEAN,15.860834715312327,Favorable
co2_breakpoint0,co2,favorable,800.0,10,800.0,WEIGHTED_MEAN,16.692110435476938,Favorable
co2_breakpoint0,co2,favorable,800.0,11,807.0,WEIGHTED_MEAN,17.51603143452289,Favorable
co2_breakpoint0,co2,favorable,800.0,12,814.0,WEIGHTED_MEAN,18.336603378256033,Favorable
co2_breakpoint0,co2,favorable,800.0,13,821.0,WEIGHTED_MEAN,19.155600441574702,Favorable
co2_breakpoint0,co2,favorable,800.0,14,828.0,WEIGHTED_MEAN,19.97480476105528,Favorable
co2_breakpoint0,co2,favorable,800.0,15,835.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint0,co2,favorable,800.0,16,842.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint0,co2,favorable,800.0,17,849.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint0,co2,favorable,800.0,18,856.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint0,co2,favorable,800.0,19,863.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint0,co2,favorable,800.0,20,870.0,WEIGHTED_MEAN,20.796019900497512,Favorable
co2_breakpoint1,co2,acceptable,1000.0,0,930.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,1,937.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,2,944.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,3,951.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,4,958.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,5,965.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,6,972.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,7,979.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,8,986.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,9,993.0,CRISP_CLASS_MAX,37.5,Acceptable
co2_breakpoint1,co2,acceptable,1000.0,10,1000.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint1,co2,acceptable,1000.0,11,1007.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint1,co2,acceptable,1000.0,12,1014.0,CRISP_CLASS_MAX,62.5,Degraded
co2_breakpoint1,co2,acceptable,1000.0,13,1021.0,CRISP_CLASS_MAX,62.5,Degraded
