computed_ts,hfis_index_value,hfis_index_class,fcm_index_value,fcm_index_class,signed_diff,abs_diff,class_match
2026-06-19 02:35:00+03:00,16.634096307110994,Favourable,16.634096307110994,Favourable,0.0,0.0,True
2026-06-19 02:40:00+03:00,17.8673709473327,Favourable,17.8673709473327,Favourable,0.0,0.0,True
2026-06-19 02:45:00+03:00,17.379226275926918,Favourable,17.379226275926918,Favourable,0.0,0.0,True
2026-06-19 02:50:00+03:00,17.476884665518,Favourable,17.476884665518,Favourable,0.0,0.0,True
2026-06-19 02:55:00+03:00,17.489090928375965,Favourable,17.489090928375965,Favourable,0.0,0.0,True
2026-06-19 03:00:00+03:00,18.50750251418424,Favourable,18.50750251418424,Favourable,0.0,0.0,True
2026-06-19 03:05:00+03:00,17.720966198716578,Favourable,17.720966198716578,Favourable,0.0,0.0,True
2026-06-19 03:10:00+03:00,17.19607707922226,Favourable,17.19607707922226,Favourable,0.0,0.0,True
2026-06-19 03:15:00+03:00,18.06862340881192,Favourable,18.06862340881192,Favourable,0.0,0.0,True
2026-06-19 03:20:00+03:00,19.090135702076974,Favourable,19.090135702076974,Favourable,0.0,0.0,True
2026-06-19 03:25:00+03:00,19.535301345485713,Favourable,19.535301345485713,Favourable,0.0,0.0,True
2026-06-19 03:30:00+03:00,18.26371754795519,Favourable,18.26371754795519,Favourable,0.0,0.0,True
2026-06-19 03:35:00+03:00,17.562323672283206,Favourable,17.562323672283206,Favourable,0.0,0.0,True
2026-06-19 03:40:00+03:00,17.659954444007155,Favourable,17.659954444007155,Favourable,0.0,0.0,True
2026-06-19 03:45:00+03:00,18.202756948910558,Favourable,18.202756948910558,Favourable,0.0,0.0,True
2026-06-19 03:50:00+03:00,19.32476935825213,Favourable,19.32476935825213,Favourable,0.0,0.0,True
2026-06-19 03:55:00+03:00,19.643561431671706,Favourable,19.643561431671706,Favourable,0.0,0.0,True
2026-06-19 04:00:00+03:00,19.625518721033423,Favourable,19.625518721033423,Favourable,0.0,0.0,True
2026-06-19 04:05:00+03:00,19.192417208331065,Favourable,19.192417208331065,Favourable,0.0,0.0,True
2026-06-19 04:15:00+03:00,19.30672214505993,Favourable,19.30672214505993,Favourable,0.0,0.0,True
2026-06-19 04:20:00+03:00,19.565374511867002,Favourable,19.565374511867002,Favourable,0.0,0.0,True
2026-06-19 04:25:00+03:00,20.479261032742347,Favourable,20.479261032742347,Favourable,0.0,0.0,True
2026-06-19 04:30:00+03:00,19.992337092613862,Favourable,19.992337092613862,Favourable,0.0,0.0,True
2026-06-19 04:35:00+03:00,19.968286655683677,Favourable,19.968286655683677,Favourable,0.0,0.0,True
2026-06-19 04:40:00+03:00,19.619504427528373,Favourable,19.619504427528373,Favourable,0.0,0.0,True
2026-06-19 04:45:00+03:00,21.11018254957775,Favourable,21.11018254957775,Favourable,0.0,0.0,True
2026-06-19 04:50:00+03:00,22.593503821281608,Favourable,22.593503821281608,Favourable,0.0,0.0,True
2026-06-19 05:05:00+03:00,22.967577895355667,Favourable,22.967577895355667,Favourable,0.0,0.0,True
2026-06-19 05:10:00+03:00,20.905918279003235,Favourable,20.905918279003235,Favourable,0.0,0.0,True
2026-06-19 05:15:00+03:00,19.294690527981,Favourable,19.294690527981,Favourable,0.0,0.0,True
2026-06-19 05:20:00+03:00,18.537969175767376,Favourable,18.537969175767376,Favourable,0.0,0.0,True
2026-06-19 05:25:00+03:00,18.76337787720023,Favourable,18.76337787720023,Favourable,0.0,0.0,True
2026-06-19 05:30:00+03:00,19.348831912654767,Favourable,19.348831912654767,Favourable,0.0,0.0,True
2026-06-19 05:40:00+03:00,19.14428575464435,Favourable,19.14428575464435,Favourable,0.0,0.0,True
2026-06-19 05:45:00+03:00,18.477034417460963,Favourable,18.477034417460963,Favourable,0.0,0.0,True
2026-06-19 05:50:00+03:00,17.45247144928049,Favourable,17.45247144928049,Favourable,0.0,0.0,True
2026-06-19 05:55:00+03:00,16.14502072828601,Favourable,16.14502072828601,Favourable,0.0,0.0,True
2026-06-19 06:00:00+03:00,15.431612126363502,Favourable,15.431612126363502,Favourable,0.0,0.0,True
2026-06-19 06:05:00+03:00,17.45247144928049,Favourable,17.45247144928049,Favourable,0.0,0.0,True
2026-06-19 06:10:00+03:00,20.160677473101597,Favourable,20.160677473101597,Favourable,0.0,0.0,True
2026-06-19 06:15:00+03:00,21.482580347734462,Favourable,21.482580347734462,Favourable,0.0,0.0,True
2026-06-19 06:20:00+03:00,21.572660272316526,Favourable,21.572660272316526,Favourable,0.0,0.0,True
2026-06-19 06:25:00+03:00,22.611316872427984,Favourable,22.611316872427984,Favourable,0.0,0.0,True
2026-06-19 06:30:00+03:00,25.075455614344484,Acceptable,25.075455614344484,Acceptable,0.0,0.0,True
2026-06-19 06:35:00+03:00,27.624689291867913,Acceptable,27.624689291867913,Acceptable,0.0,0.0,True
2026-06-19 06:40:00+03:00,29.483390798773527,Acceptable,29.483390798773527,Acceptable,0.0,0.0,True
2026-06-19 06:45:00+03:00,29.71757501184491,Acceptable,29.71757501184491,Acceptable,0.0,0.0,True
2026-06-19 06:50:00+03:00,29.214188098632185,Acceptable,29.214188098632185,Acceptable,0.0,0.0,True
2026-06-19 06:55:00+03:00,27.883911420177405,Acceptable,27.883911420177405,Acceptable,0.0,0.0,True
2026-06-19 07:00:00+03:00,28.037113375364335,Acceptable,28.037113375364335,Acceptable,0.0,0.0,True
2026-06-19 07:05:00+03:00,27.919264052958436,Acceptable,27.919264052958436,Acceptable,0.0,0.0,True
2026-06-19 07:10:00+03:00,28.007650004355288,Acceptable,28.007650004355288,Acceptable,0.0,0.0,True
2026-06-19 07:15:00+03:00,28.290423595725176,Acceptable,28.290423595725176,Acceptable,0.0,0.0,True
2026-06-19 07:20:00+03:00,29.249294875268916,Acceptable,29.249294875268916,Acceptable,0.0,0.0,True
2026-06-19 07:25:00+03:00,28.793061578286622,Acceptable,28.793061578286622,Acceptable,0.0,0.0,True
2026-06-19 07:30:00+03:00,27.52454966776745,Acceptable,27.52454966776745,Acceptable,0.0,0.0,True
2026-06-19 07:35:00+03:00,25.964585126953,Acceptable,25.964585126953,Acceptable,0.0,0.0,True
2026-06-19 07:40:00+03:00,25.358784020544615,Acceptable,25.358784020544615,Acceptable,0.0,0.0,True
2026-06-19 07:45:00+03:00,25.670470261167356,Acceptable,25.670470261167356,Acceptable,0.0,0.0,True
2026-06-19 07:50:00+03:00,25.73516959617269,Acceptable,25.73516959617269,Acceptable,0.0,0.0,True
2026-06-19 07:55:00+03:00,26.005766729160165,Acceptable,26.005766729160165,Acceptable,0.0,0.0,True
2026-06-19 08:00:00+03:00,26.21169508511419,Acceptable,26.21169508511419,Acceptable,0.0,0.0,True
2026-06-19 08:05:00+03:00,26.923880175547982,Acceptable,26.923880175547982,Acceptable,0.0,0.0,True
2026-06-19 08:10:00+03:00,27.17706842828633,Acceptable,27.17706842828633,Acceptable,0.0,0.0,True
2026-06-19 08:15:00+03:00,26.188158699538924,Acceptable,26.188158699538924,Acceptable,0.0,0.0,True
2026-06-19 08:20:00+03:00,24.76075837742503,Favourable,24.76075837742503,Favourable,0.0,0.0,True
2026-06-19 08:25:00+03:00,23.876043503821304,Favourable,23.876043503821304,Favourable,0.0,0.0,True
2026-06-19 08:30:00+03:00,23.9947971781305,Favourable,23.9947971781305,Favourable,0.0,0.0,True
2026-06-19 08:35:00+03:00,24.184803057025256,Favourable,24.184803057025256,Favourable,0.0,0.0,True
2026-06-19 08:40:00+03:00,23.804791299235745,Favourable,23.804791299235745,Favourable,0.0,0.0,True
2026-06-19 08:45:00+03:00,22.842886537330966,Favourable,22.842886537330966,Favourable,0.0,0.0,True
2026-06-19 08:50:00+03:00,21.704765998179635,Favourable,21.704765998179635,Favourable,0.0,0.0,True
2026-06-19 08:55:00+03:00,19.817961165048544,Favourable,19.817961165048544,Favourable,0.0,0.0,True
2026-06-19 09:00:00+03:00,18.866917701296654,Favourable,18.866917701296654,Favourable,0.0,0.0,True
2026-06-19 09:05:00+03:00,18.37952686262362,Favourable,18.37952686262362,Favourable,0.0,0.0,True
2026-06-19 09:10:00+03:00,18.672005439837996,Favourable,18.672005439837996,Favourable,0.0,0.0,True
2026-06-19 09:15:00+03:00,18.294195693499244,Favourable,18.294195693499244,Favourable,0.0,0.0,True
2026-06-19 09:20:00+03:00,21.170254057868735,Favourable,21.170254057868735,Favourable,0.0,0.0,True
2026-06-19 09:25:00+03:00,24.78450911228689,Favourable,24.78450911228689,Favourable,0.0,0.0,True
2026-06-19 09:30:00+03:00,29.20248628092241,Acceptable,29.20248628092241,Acceptable,0.0,0.0,True
2026-06-19 09:35:00+03:00,32.52031259232998,Acceptable,32.52031259232998,Acceptable,0.0,0.0,True
2026-06-19 09:40:00+03:00,33.41518423344124,Acceptable,33.41518423344124,Acceptable,0.0,0.0,True
2026-06-19 09:45:00+03:00,32.75407844806185,Acceptable,32.75407844806185,Acceptable,0.0,0.0,True
2026-06-19 09:50:00+03:00,27.63058010757117,Acceptable,27.63058010757117,Acceptable,0.0,0.0,True
2026-06-19 09:55:00+03:00,26.199926836956983,Acceptable,26.199926836956983,Acceptable,0.0,0.0,True
2026-06-19 10:00:00+03:00,28.8456867696352,Acceptable,28.8456867696352,Acceptable,0.0,0.0,True
2026-06-19 10:05:00+03:00,33.5498755168064,Acceptable,33.5498755168064,Acceptable,0.0,0.0,True
2026-06-19 10:10:00+03:00,37.12919748151111,Acceptable,37.12919748151111,Acceptable,0.0,0.0,True
2026-06-19 10:15:00+03:00,37.5,Acceptable,37.5,Acceptable,0.0,0.0,True
2026-06-19 10:20:00+03:00,34.235725824024875,Acceptable,34.235725824024875,Acceptable,0.0,0.0,True
2026-06-19 10:25:00+03:00,26.570679858357927,Acceptable,26.570679858357927,Acceptable,0.0,0.0,True
2026-06-19 10:30:00+03:00,19.102169245402056,Favourable,19.102169245402056,Favourable,0.0,0.0,True
2026-06-19 10:35:00+03:00,20.20275910189464,Favourable,20.20275910189464,Favourable,0.0,0.0,True
2026-06-19 10:40:00+03:00,25.12295708406821,Acceptable,25.12295708406821,Acceptable,0.0,0.0,True
2026-06-19 10:45:00+03:00,26.82968367253294,Acceptable,26.82968367253294,Acceptable,0.0,0.0,True
2026-06-19 10:50:00+03:00,25.311743789816788,Acceptable,25.311743789816788,Acceptable,0.0,0.0,True
2026-06-19 10:55:00+03:00,20.256862016058445,Favourable,20.256862016058445,Favourable,0.0,0.0,True
2026-06-19 11:00:00+03:00,16.371264074962653,Favourable,16.371264074962653,Favourable,0.0,0.0,True
2026-06-19 11:05:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:10:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:15:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:20:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:25:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:30:00+03:00,12.444029850746269,Favourable,12.444029850746269,Favourable,0.0,0.0,True
2026-06-19 11:35:00+03:00,13.07311180050153,Favourable,13.07311180050153,Favourable,0.0,0.0,True
2026-06-19 11:40:00+03:00,13.884344111657656,Favourable,13.884344111657656,Favourable,0.0,0.0,True
2026-06-19 11:45:00+03:00,14.459148623562271,Favourable,14.459148623562271,Favourable,0.0,0.0,True
2026-06-19 11:50:00+03:00,14.989737942164489,Favourable,14.989737942164489,Favourable,0.0,0.0,True
2026-06-19 11:55:00+03:00,15.38074483241873,Favourable,15.38074483241873,Favourable,0.0,0.0,True
2026-06-19 12:00:00+03:00,15.813462129397001,Favourable,15.813462129397001,Favourable,0.0,0.0,True
2026-06-19 12:05:00+03:00,16.113218033886795,Favourable,16.113218033886795,Favourable,0.0,0.0,True
2026-06-19 12:10:00+03:00,16.54975711724117,Favourable,16.54975711724117,Favourable,0.0,0.0,True
2026-06-19 12:15:00+03:00,17.028755533401924,Favourable,17.028755533401924,Favourable,0.0,0.0,True
2026-06-19 12:20:00+03:00,17.644090445661952,Favourable,17.644090445661952,Favourable,0.0,0.0,True
2026-06-19 12:25:00+03:00,18.147887498144,Favourable,18.147887498144,Favourable,0.0,0.0,True
2026-06-19 12:30:00+03:00,18.574527275425407,Favourable,18.574527275425407,Favourable,0.0,0.0,True
2026-06-19 12:35:00+03:00,18.915636588381073,Favourable,18.915636588381073,Favourable,0.0,0.0,True
2026-06-19 12:40:00+03:00,19.294690527981032,Favourable,19.294690527981032,Favourable,0.0,0.0,True
2026-06-19 12:45:00+03:00,19.724149094971274,Favourable,19.724149094971274,Favourable,0.0,0.0,True
2026-06-19 12:50:00+03:00,20.136630205587558,Favourable,20.136630205587558,Favourable,0.0,0.0,True
2026-06-19 12:55:00+03:00,20.498493722883964,Favourable,20.498493722883964,Favourable,0.0,0.0,True
2026-06-19 13:00:00+03:00,20.85184285502512,Favourable,20.85184285502512,Favourable,0.0,0.0,True
2026-06-19 13:05:00+03:00,21.255550743777142,Favourable,21.255550743777142,Favourable,0.0,0.0,True
2026-06-19 13:10:00+03:00,21.709569585159567,Favourable,21.709569585159567,Favourable,0.0,0.0,True
2026-06-19 13:15:00+03:00,22.020563369153265,Favourable,22.020563369153265,Favourable,0.0,0.0,True
2026-06-19 13:20:00+03:00,22.27880658436248,Favourable,22.27880658436248,Favourable,0.0,0.0,True
2026-06-19 13:25:00+03:00,22.644567901234296,Favourable,22.644567901234296,Favourable,0.0,0.0,True
2026-06-19 13:30:00+03:00,23.135020576131037,Favourable,23.135020576131037,Favourable,0.0,0.0,True
2026-06-19 13:35:00+03:00,23.708600823046115,Favourable,23.708600823046115,Favourable,0.0,0.0,True
2026-06-19 13:40:00+03:00,24.174115226337634,Favourable,24.174115226337634,Favourable,0.0,0.0,True
2026-06-19 14:00:00+03:00,26.90150786382131,Acceptable,26.90150786382131,Acceptable,0.0,0.0,True
2026-06-19 14:05:00+03:00,27.800247501095562,Acceptable,27.800247501095562,Acceptable,0.0,0.0,True
2026-06-19 14:10:00+03:00,28.630536386087364,Acceptable,28.630536386087364,Acceptable,0.0,0.0,True
2026-06-19 14:15:00+03:00,29.70352146838348,Acceptable,29.70352146838348,Acceptable,0.0,0.0,True
2026-06-19 14:20:00+03:00,30.688038125811538,Acceptable,30.688038125811538,Acceptable,0.0,0.0,True
2026-06-19 14:25:00+03:00,31.475832837596904,Acceptable,31.475832837596904,Acceptable,0.0,0.0,True
2026-06-19 14:30:00+03:00,32.25981997538784,Acceptable,32.25981997538784,Acceptable,0.0,0.0,True
2026-06-19 14:35:00+03:00,32.906097399479684,Acceptable,32.906097399479684,Acceptable,0.0,0.0,True
2026-06-19 14:40:00+03:00,33.42221051724903,Acceptable,33.42221051724903,Acceptable,0.0,0.0,True
2026-06-19 14:45:00+03:00,33.93076272871962,Acceptable,33.93076272871962,Acceptable,0.0,0.0,True
2026-06-19 14:55:00+03:00,35.216354711867496,Acceptable,35.216354711867496,Acceptable,0.0,0.0,True
2026-06-19 15:00:00+03:00,35.921002234280415,Acceptable,35.921002234280415,Acceptable,0.0,0.0,True
2026-06-19 15:05:00+03:00,36.964539066142464,Acceptable,36.964539066142464,Acceptable,0.0,0.0,True
2026-06-19 15:10:00+03:00,38.02537721310002,Acceptable,38.02537721310002,Acceptable,0.0,0.0,True
2026-06-19 15:15:00+03:00,39.17425713005836,Acceptable,39.17425713005836,Acceptable,0.0,0.0,True
2026-06-19 15:20:00+03:00,40.443374513902064,Acceptable,40.443374513902064,Acceptable,0.0,0.0,True
2026-06-19 15:25:00+03:00,42.23318562933443,Acceptable,42.23318562933443,Acceptable,0.0,0.0,True
2026-06-19 15:30:00+03:00,44.30527656334112,Acceptable,44.30527656334112,Acceptable,0.0,0.0,True
2026-06-19 15:35:00+03:00,46.51359208045247,Acceptable,46.51359208045247,Acceptable,0.0,0.0,True
2026-06-19 15:40:00+03:00,48.99469394560548,Acceptable,48.99469394560548,Acceptable,0.0,0.0,True
2026-06-19 15:45:00+03:00,51.6677785190128,Degraded,51.6677785190128,Degraded,0.0,0.0,True
2026-06-19 15:50:00+03:00,53.80704425995993,Degraded,53.80704425995993,Degraded,0.0,0.0,True
2026-06-19 15:55:00+03:00,56.1576354679803,Degraded,56.1576354679803,Degraded,0.0,0.0,True
2026-06-19 16:00:00+03:00,58.73052548191211,Degraded,58.73052548191211,Degraded,0.0,0.0,True
2026-06-19 16:05:00+03:00,61.167942607569046,Degraded,61.167942607569046,Degraded,0.0,0.0,True
2026-06-19 16:10:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:15:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:20:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:25:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:30:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:35:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:40:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:45:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 16:50:00+03:00,66.0199892595022,Degraded,66.0199892595022,Degraded,0.0,0.0,True
2026-06-19 16:55:00+03:00,69.7223667572395,Degraded,69.7223667572395,Degraded,0.0,0.0,True
2026-06-19 17:00:00+03:00,73.65884687592651,Degraded,73.65884687592651,Degraded,0.0,0.0,True
2026-06-19 17:05:00+03:00,75.98382716049429,Critical,75.98382716049429,Critical,0.0,0.0,True
2026-06-19 17:10:00+03:00,77.297242798354,Critical,77.297242798354,Critical,0.0,0.0,True
2026-06-19 17:15:00+03:00,77.26399176954705,Critical,77.26399176954705,Critical,0.0,0.0,True
2026-06-19 17:20:00+03:00,77.01460905349788,Critical,77.01460905349788,Critical,0.0,0.0,True
2026-06-19 17:25:00+03:00,75.92563786008225,Critical,75.92563786008225,Critical,0.0,0.0,True
2026-06-19 17:30:00+03:00,74.07071230982052,Degraded,74.07071230982052,Degraded,0.0,0.0,True
2026-06-19 17:35:00+03:00,71.95227964126894,Degraded,71.95227964126894,Degraded,0.0,0.0,True
2026-06-19 17:40:00+03:00,70.5505585818024,Degraded,70.5505585818024,Degraded,0.0,0.0,True
2026-06-19 17:45:00+03:00,72.13376452171045,Degraded,72.13376452171045,Degraded,0.0,0.0,True
2026-06-19 17:50:00+03:00,75.63469135802454,Critical,75.63469135802454,Critical,0.0,0.0,True
2026-06-19 17:55:00+03:00,79.97279057814143,Critical,79.97279057814143,Critical,0.0,0.0,True
2026-06-19 18:00:00+03:00,83.04820246603855,Critical,83.04820246603855,Critical,0.0,0.0,True
2026-06-19 18:05:00+03:00,85.96752812485506,Critical,85.96752812485506,Critical,0.0,0.0,True
2026-06-19 18:10:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 18:15:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 18:20:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 18:45:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 18:50:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 18:55:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:00:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:05:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:10:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:15:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:20:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:25:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:30:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:35:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:40:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 19:45:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:10:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:20:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:25:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:30:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:35:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:40:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:45:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:50:00+03:00,87.55597014925372,Critical,87.55597014925372,Critical,0.0,0.0,True
2026-06-19 20:55:00+03:00,85.54955491578143,Critical,85.54955491578143,Critical,0.0,0.0,True
2026-06-19 21:00:00+03:00,82.51823280171871,Critical,82.51823280171871,Critical,0.0,0.0,True
2026-06-19 21:05:00+03:00,79.72029521936349,Critical,79.72029521936349,Critical,0.0,0.0,True
2026-06-19 21:10:00+03:00,77.20580246913589,Critical,77.20580246913589,Critical,0.0,0.0,True
2026-06-19 21:15:00+03:00,74.92810699588492,Degraded,74.92810699588492,Degraded,0.0,0.0,True
2026-06-19 21:20:00+03:00,72.89241624027689,Degraded,72.89241624027689,Degraded,0.0,0.0,True
2026-06-19 21:25:00+03:00,71.10753153598816,Degraded,71.10753153598816,Degraded,0.0,0.0,True
2026-06-19 21:30:00+03:00,69.72236675723985,Degraded,69.72236675723985,Degraded,0.0,0.0,True
2026-06-19 21:35:00+03:00,68.06702280332799,Degraded,68.06702280332799,Degraded,0.0,0.0,True
2026-06-19 21:40:00+03:00,65.93789617812443,Degraded,65.93789617812443,Degraded,0.0,0.0,True
2026-06-19 21:45:00+03:00,63.693218111651134,Degraded,63.693218111651134,Degraded,0.0,0.0,True
2026-06-19 21:50:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 21:55:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:00:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:05:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:10:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:15:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:20:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:25:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:30:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:35:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:40:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:45:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:50:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 22:55:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 23:00:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 23:05:00+03:00,62.5,Degraded,62.5,Degraded,0.0,0.0,True
2026-06-19 23:10:00+03:00,60.99676321686492,Degraded,60.99676321686492,Degraded,0.0,0.0,True
2026-06-19 23:15:00+03:00,59.327587517390974,Degraded,59.327587517390974,Degraded,0.0,0.0,True
2026-06-19 23:20:00+03:00,57.64974226379684,Degraded,57.64974226379684,Degraded,0.0,0.0,True
2026-06-19 23:25:00+03:00,56.232448145045716,Degraded,56.232448145045716,Degraded,0.0,0.0,True
2026-06-19 23:30:00+03:00,55.166305845306255,Degraded,55.166305845306255,Degraded,0.0,0.0,True
2026-06-19 23:35:00+03:00,54.111464926419316,Degraded,54.111464926419316,Degraded,0.0,0.0,True
2026-06-19 23:40:00+03:00,53.634363397049185,Degraded,53.634363397049185,Degraded,0.0,0.0,True
2026-06-19 23:45:00+03:00,53.08390512369997,Degraded,53.08390512369997,Degraded,0.0,0.0,True
2026-06-19 23:50:00+03:00,52.985587383643434,Degraded,52.985587383643434,Degraded,0.0,0.0,True
2026-06-19 23:55:00+03:00,51.954140652339255,Degraded,51.954140652339255,Degraded,0.0,0.0,True
2026-06-20 00:00:00+03:00,51.15249183447267,Degraded,51.15249183447267,Degraded,0.0,0.0,True
