method_a,method_b,n_reps,point_diff,ci_low,ci_high
PROPOSED_HFIS,CRISP_CLASS_MAX,10000,-0.005555555555555591,-0.04000000000000001,0.02777777777777779
PROPOSED_HFIS,FUZZY_COMPONENT_MAX,10000,0.0,0.0,0.0
PROPOSED_HFIS,WEIGHTED_MEAN,10000,0.21111111111111108,0.1266388888888889,0.29888888888888887
