start_ts,end_ts,duration_samples,duration_minutes,triggering_channels,peak_score
2026-07-10 04:10:11.633677+00:00,2026-07-10 04:27:41.636560+00:00,36,18.0,co2_ppm,5.395926075812762
2026-07-10 04:52:11.640628+00:00,2026-07-10 05:10:41.643676+00:00,38,19.0,co2_ppm,34.39902873330635
2026-07-10 06:15:41.654517+00:00,2026-07-10 06:17:11.654774+00:00,4,2.0,co2_ppm,3.7096991771212737
2026-07-10 08:22:11.677627+00:00,2026-07-10 08:57:41.683621+00:00,72,36.0,"co2_ppm,mass_pm10,mass_pm2_5",14.319957662733868
2026-07-10 10:22:11.697901+00:00,2026-07-10 10:29:41.699176+00:00,16,8.0,co2_ppm,30.689329556185083
2026-07-10 11:16:11.707073+00:00,2026-07-10 11:39:41.711036+00:00,48,24.0,co2_ppm,8.487342056747156
2026-07-10 13:10:41.727072+00:00,2026-07-10 13:13:41.727555+00:00,7,3.5,pressure_hpa,3.6422501011725408
2026-07-10 13:14:41.727735+00:00,2026-07-10 13:16:11.727976+00:00,4,2.0,pressure_hpa,3.574801025224958
2026-07-10 13:18:41.728386+00:00,2026-07-10 13:23:11.729133+00:00,10,5.0,pressure_hpa,3.7096991771201235
2026-07-10 13:24:11.729295+00:00,2026-07-10 13:30:11.730314+00:00,13,6.5,pressure_hpa,3.507351949277375
2026-07-10 13:49:41.733599+00:00,2026-07-10 14:12:11.737978+00:00,46,23.0,co2_ppm,5.492281898595133
2026-07-10 16:03:11.756544+00:00,2026-07-10 16:04:41.756801+00:00,4,2.0,pressure_hpa,3.6615212657274276
2026-07-10 20:00:41.796224+00:00,2026-07-10 20:10:11.797812+00:00,20,10.0,co2_ppm,8.003957012455595
2026-07-10 20:11:11.797975+00:00,2026-07-10 20:29:11.800902+00:00,37,18.5,"co2_ppm,mass_pm10,mass_pm2_5",1460.5644866126981
2026-07-10 20:40:11.803296+00:00,2026-07-10 20:47:41.804492+00:00,16,8.0,pressure_hpa,4.432367847991245
2026-07-10 21:16:11.809125+00:00,2026-07-10 21:31:11.811551+00:00,31,15.5,"mass_pm10,mass_pm2_5",18.89150075847094
2026-07-10 21:32:41.811769+00:00,2026-07-10 21:34:41.812085+00:00,5,2.5,"mass_pm10,mass_pm2_5",42.40325721786331
2026-07-10 21:36:11.812340+00:00,2026-07-10 21:48:11.814264+00:00,25,12.5,"mass_pm10,mass_pm2_5",30.57646809206135
2026-07-10 21:49:41.814493+00:00,2026-07-10 21:57:11.815758+00:00,16,8.0,"mass_pm10,mass_pm2_5",10.606624939388917
2026-07-11 05:50:11.894704+00:00,2026-07-11 05:53:11.895200+00:00,7,3.5,pressure_hpa,4.271774810023548
2026-07-11 05:57:41.895943+00:00,2026-07-11 06:00:41.896449+00:00,7,3.5,pressure_hpa,3.822114303688778
2026-07-11 08:03:41.921079+00:00,2026-07-11 08:06:41.921551+00:00,7,3.5,co2_ppm,3.3724537973829762
2026-07-11 09:43:11.937462+00:00,2026-07-11 09:44:41.937712+00:00,4,2.0,pressure_hpa,3.8783218669942565
2026-07-11 09:46:11.937958+00:00,2026-07-11 09:52:11.938952+00:00,13,6.5,pressure_hpa,4.890058006211066
2026-07-11 13:37:41.977260+00:00,2026-07-11 13:42:41.978094+00:00,11,5.5,co2_ppm,3.255151056604438
2026-07-11 13:44:11.978349+00:00,2026-07-11 13:46:41.978769+00:00,6,3.0,co2_ppm,3.415506399051695
2026-07-11 21:50:42.061766+00:00,2026-07-11 21:53:12.062182+00:00,6,3.0,co2_ppm,12.410629974369352
2026-07-12 04:05:12.126647+00:00,2026-07-12 04:08:12.127165+00:00,7,3.5,pressure_hpa,5926.075812753282
2026-07-12 06:09:12.146881+00:00,2026-07-12 06:12:12.147366+00:00,7,3.5,co2_ppm,40.064751112909754
2026-07-12 06:13:12.147519+00:00,2026-07-12 06:21:42.148872+00:00,18,9.0,co2_ppm,22.258195062727644
2026-07-12 09:42:12.184273+00:00,2026-07-12 09:45:42.184851+00:00,8,4.0,co2_ppm,21.988398758937006
2026-07-12 09:47:12.185109+00:00,2026-07-12 09:51:12.185775+00:00,9,4.5,co2_ppm,18.9981563919241
2026-07-12 09:52:12.185936+00:00,2026-07-12 10:06:12.188222+00:00,29,14.5,co2_ppm,5.620756328971626
2026-07-12 12:21:12.212914+00:00,2026-07-12 12:24:12.213429+00:00,7,3.5,co2_ppm,3.2881424524484015
2026-07-12 12:52:12.218091+00:00,2026-07-12 13:35:42.225365+00:00,88,44.0,"co2_ppm,mass_pm10,mass_pm2_5",269.0960347808518
2026-07-12 14:00:42.229514+00:00,2026-07-12 14:16:42.232118+00:00,33,16.5,co2_ppm,6.340213139079995
2026-07-12 15:47:12.246835+00:00,2026-07-12 15:48:42.247071+00:00,4,2.0,co2_ppm,4.721435316336167
2026-07-12 16:55:12.258372+00:00,2026-07-12 16:57:12.258705+00:00,5,2.5,co2_ppm,4.721435316336167
2026-07-12 22:32:42.314714+00:00,2026-07-12 22:35:42.315225+00:00,7,3.5,co2_ppm,26.97963037906381
2026-07-12 22:39:12.315794+00:00,2026-07-12 22:40:42.316043+00:00,4,2.0,co2_ppm,44.17914474571699
2026-07-12 22:42:42.316362+00:00,2026-07-12 22:46:42.317018+00:00,9,4.5,co2_ppm,26.47376230945636
2026-07-12 22:53:12.318105+00:00,2026-07-12 22:57:12.318752+00:00,9,4.5,co2_ppm,12.478079050317012
2026-07-13 05:13:12.383427+00:00,2026-07-13 05:14:42.383660+00:00,4,2.0,pressure_hpa,3.3724537973855324
2026-07-13 05:52:12.389861+00:00,2026-07-13 05:59:12.391014+00:00,15,7.5,co2_ppm,23.382346328521965
2026-07-13 06:30:12.396187+00:00,2026-07-13 06:38:12.397527+00:00,17,8.5,co2_ppm,3.9345294302801386
2026-07-13 08:17:12.414848+00:00,2026-07-13 08:56:42.421433+00:00,80,40.0,"co2_ppm,mass_pm10,mass_pm2_5",22.837004459300953
2026-07-13 12:56:42.461489+00:00,2026-07-13 12:59:12.461901+00:00,6,3.0,pressure_hpa,4.046944556840401
2026-07-13 13:14:42.464384+00:00,2026-07-13 13:18:12.464959+00:00,8,4.0,pressure_hpa,5.733171455554893
2026-07-13 14:16:12.474377+00:00,2026-07-13 14:24:12.475879+00:00,17,8.5,co2_ppm,6.070416835289357
2026-07-13 19:38:12.529097+00:00,2026-07-13 19:39:42.529355+00:00,4,2.0,pressure_hpa,3.8221143037032626
2026-07-13 20:14:12.535109+00:00,2026-07-13 20:22:42.536510+00:00,18,9.0,co2_ppm,4.181842708754891
2026-07-13 23:38:12.569612+00:00,2026-07-13 23:40:12.569938+00:00,5,2.5,co2_ppm,4.046944556859572
2026-07-14 05:12:12.625152+00:00,2026-07-14 05:34:42.628794+00:00,46,23.0,co2_ppm,23.269931201942534
2026-07-14 11:52:12.698112+00:00,2026-07-14 11:53:42.698378+00:00,4,2.0,co2_ppm,3.5410764872521248
2026-07-14 11:54:42.698545+00:00,2026-07-14 11:57:12.698957+00:00,6,3.0,co2_ppm,3.7096991771212737
2026-07-14 14:41:12.731674+00:00,2026-07-14 14:44:42.732277+00:00,8,4.0,pressure_hpa,3.7771482530696487
2026-07-14 14:54:12.733833+00:00,2026-07-14 14:55:42.734077+00:00,4,2.0,co2_ppm,3.372453797382976
2026-07-14 15:53:12.743638+00:00,2026-07-14 15:56:42.744202+00:00,8,4.0,co2_ppm,4.046944556859571
2026-07-14 15:57:42.744384+00:00,2026-07-14 16:18:12.748384+00:00,42,21.0,co2_ppm,5.126129772022124
2026-07-14 17:26:12.759819+00:00,2026-07-14 17:27:42.760069+00:00,4,2.0,pressure_hpa,3.5410764872439775
2026-07-14 18:57:12.775250+00:00,2026-07-14 18:59:12.775585+00:00,5,2.5,pressure_hpa,3.37245379738681
2026-07-14 19:00:12.775738+00:00,2026-07-14 19:02:42.776177+00:00,6,3.0,co2_ppm,3.5410764872521248
2026-07-14 19:42:12.782841+00:00,2026-07-14 19:43:42.783100+00:00,4,2.0,pressure_hpa,3.3724537973855324
2026-07-14 20:11:12.787722+00:00,2026-07-14 20:23:42.789815+00:00,26,13.0,"co2_ppm,mass_pm10,mass_pm2_5",776.132305090237
2026-07-14 20:27:42.790489+00:00,2026-07-14 20:39:42.792483+00:00,25,12.5,"mass_pm10,mass_pm2_5",588.7535104874021
2026-07-14 21:00:12.795835+00:00,2026-07-14 21:15:12.798302+00:00,31,15.5,"mass_pm10,mass_pm2_5",12.904555925521558
2026-07-15 04:43:42.874085+00:00,2026-07-15 05:05:12.877628+00:00,44,22.0,co2_ppm,13.489815189531905
2026-07-15 06:01:42.887158+00:00,2026-07-15 06:33:42.892503+00:00,65,32.5,"co2_ppm,mass_pm10,mass_pm2_5",85.92988751785462
2026-07-15 07:20:42.900266+00:00,2026-07-15 07:23:12.900689+00:00,6,3.0,co2_ppm,3.7096991771212733
2026-07-15 14:11:12.970997+00:00,2026-07-15 14:14:12.971510+00:00,7,3.5,pressure_hpa,4.496605063165373
2026-07-15 16:03:12.989789+00:00,2026-07-15 16:14:12.991591+00:00,23,11.5,co2_ppm,4.914146961900908
2026-07-15 19:01:13.019876+00:00,2026-07-15 19:02:43.020130+00:00,4,2.0,pressure_hpa,4.72143531628249
2026-07-15 19:04:13.020375+00:00,2026-07-15 19:05:43.020621+00:00,4,2.0,"mass_pm10,mass_pm2_5",4.315941829089484
2026-07-15 19:06:43.020788+00:00,2026-07-15 19:27:43.025374+00:00,43,21.5,"co2_ppm,mass_pm10,mass_pm2_5",686.8951626490931
2026-07-15 19:57:43.030315+00:00,2026-07-15 19:59:43.030641+00:00,5,2.5,co2_ppm,4.412293718242727
2026-07-15 21:00:13.040720+00:00,2026-07-15 21:05:13.041524+00:00,11,5.5,"mass_pm10,mass_pm2_5",4.895911840024587
2026-07-15 21:06:13.041704+00:00,2026-07-15 21:08:13.042016+00:00,5,2.5,"mass_pm10,mass_pm2_5",4.288398003533474
2026-07-15 21:09:13.042193+00:00,2026-07-15 21:12:13.042707+00:00,7,3.5,"mass_pm10,mass_pm2_5",4.096684720634071
2026-07-16 05:11:13.130487+00:00,2026-07-16 06:02:43.138783+00:00,104,52.0,"co2_ppm,mass_pm10,mass_pm2_5",27.878951391699268
2026-07-16 06:58:13.147858+00:00,2026-07-16 07:01:43.148403+00:00,8,4.0,co2_ppm,4.496605063177301
2026-07-16 10:56:13.187288+00:00,2026-07-16 10:58:13.187626+00:00,5,2.5,co2_ppm,3.249819113841777
2026-07-16 12:02:43.198539+00:00,2026-07-16 12:10:43.199860+00:00,17,8.5,co2_ppm,4.239656202424313
2026-07-16 12:11:43.200022+00:00,2026-07-16 12:13:43.200356+00:00,5,2.5,co2_ppm,3.372453797382976
2026-07-16 15:30:13.233077+00:00,2026-07-16 15:36:13.234056+00:00,13,6.5,co2_ppm,3.5410764872521248
2026-07-16 17:14:13.250068+00:00,2026-07-16 17:18:13.250737+00:00,9,4.5,co2_ppm,3.597284050541841
2026-07-16 21:29:13.293587+00:00,2026-07-16 21:32:43.294163+00:00,8,4.0,co2_ppm,17.76158999955034
2026-07-17 05:12:43.371553+00:00,2026-07-17 05:16:13.372119+00:00,8,4.0,co2_ppm,9.218040379513468
2026-07-17 06:52:43.388367+00:00,2026-07-17 07:05:43.390505+00:00,27,13.5,co2_ppm,5.59827330365574
2026-07-17 08:30:13.404406+00:00,2026-07-17 09:05:13.410138+00:00,71,35.5,"co2_ppm,mass_pm10,mass_pm2_5,pressure_hpa",27.451773910697426
2026-07-17 10:02:13.419899+00:00,2026-07-17 10:05:13.420389+00:00,7,3.5,co2_ppm,8.852691218130312
2026-07-17 12:58:13.449023+00:00,2026-07-17 13:09:43.450904+00:00,24,12.0,co2_ppm,4.384189936601703
2026-07-17 15:23:13.472940+00:00,2026-07-17 15:27:13.473604+00:00,9,4.5,co2_ppm,17.536759746391475
2026-07-17 16:40:43.485657+00:00,2026-07-17 16:48:43.486974+00:00,17,8.5,co2_ppm,27.485498448671255
2026-07-17 16:50:13.487224+00:00,2026-07-17 16:53:13.487711+00:00,7,3.5,co2_ppm,33.38729259409146
2026-07-17 16:54:13.487884+00:00,2026-07-17 16:58:13.488528+00:00,9,4.5,co2_ppm,23.101308512073388
2026-07-17 19:36:13.514479+00:00,2026-07-17 19:40:13.515122+00:00,9,4.5,pressure_hpa,5.395926075812762
2026-07-17 19:55:43.517636+00:00,2026-07-17 19:57:43.517975+00:00,5,2.5,co2_ppm,3.5651654429477175
2026-07-17 20:22:13.522030+00:00,2026-07-17 20:24:43.522450+00:00,6,3.0,"mass_pm10,mass_pm2_5",4.356930079587079
2026-07-17 22:59:43.547758+00:00,2026-07-17 23:01:13.547977+00:00,4,2.0,pressure_hpa,3.37245379738681
2026-07-18 10:51:43.690630+00:00,2026-07-18 10:54:13.691017+00:00,6,3.0,co2_ppm,6.070416835289357
2026-07-18 17:59:13.765470+00:00,2026-07-18 18:00:43.765710+00:00,4,2.0,co2_ppm,4.046944556859572
2026-07-18 20:38:43.792522+00:00,2026-07-18 20:59:13.795952+00:00,42,21.0,pressure_hpa,6.070416835285522
2026-07-19 09:00:43.920809+00:00,2026-07-19 09:06:13.921712+00:00,12,6.0,pressure_hpa,4.946265569500143
2026-07-19 09:38:43.927086+00:00,2026-07-19 10:10:43.936124+00:00,65,32.5,co2_ppm,12.815324430055309
2026-07-19 12:08:43.958526+00:00,2026-07-19 12:10:13.958776+00:00,4,2.0,co2_ppm,3.260038670803543
2026-07-19 12:27:43.962197+00:00,2026-07-19 12:29:43.962543+00:00,5,2.5,co2_ppm,4.046944556859572
2026-07-19 15:24:13.995839+00:00,2026-07-19 15:37:43.998089+00:00,28,14.0,co2_ppm,4.646491898616545
2026-07-19 16:28:14.006470+00:00,2026-07-19 16:30:14.006806+00:00,5,2.5,co2_ppm,3.7771482530689333
2026-07-19 19:52:44.047266+00:00,2026-07-19 20:09:44.050204+00:00,35,17.5,pressure_hpa,4.586537164443915
2026-07-19 21:00:14.058536+00:00,2026-07-19 21:17:44.061923+00:00,36,18.0,"co2_ppm,pressure_hpa",6.2390395251465245
2026-07-19 22:31:14.077069+00:00,2026-07-19 22:45:44.079500+00:00,30,15.0,pressure_hpa,6.913530284621203
2026-07-20 01:37:14.107992+00:00,2026-07-20 01:40:14.108525+00:00,7,3.5,co2_ppm,5.227303385943613
2026-07-20 04:21:44.141309+00:00,2026-07-20 04:29:14.142717+00:00,16,8.0,co2_ppm,33.49970772067089
2026-07-20 04:46:44.148689+00:00,2026-07-20 04:51:44.149504+00:00,11,5.5,pressure_hpa,4.721435316341279
2026-07-20 05:22:14.154418+00:00,2026-07-20 05:25:14.154913+00:00,7,3.5,co2_ppm,8.937002563064887
2026-07-20 06:10:44.162366+00:00,2026-07-20 06:17:44.163524+00:00,15,7.5,co2_ppm,15.176042088223392
2026-07-20 06:23:14.164411+00:00,2026-07-20 06:30:44.165651+00:00,16,8.0,co2_ppm,27.316875758802105
2026-07-20 11:16:44.229949+00:00,2026-07-20 11:35:44.233028+00:00,39,19.5,"co2_ppm,mass_pm10,mass_pm2_5",169.2069213463544
2026-07-20 12:33:44.242772+00:00,2026-07-20 12:35:14.243016+00:00,4,2.0,co2_ppm,3.625387832186699
2026-07-20 12:37:44.243434+00:00,2026-07-20 12:39:14.243679+00:00,4,2.0,co2_ppm,3.8060549999036444
2026-07-20 13:14:14.249520+00:00,2026-07-20 13:27:44.251729+00:00,28,14.0,co2_ppm,14.299204100903818
2026-07-20 14:18:44.260576+00:00,2026-07-20 14:24:44.261573+00:00,13,6.5,co2_ppm,6.263128480854098
2026-07-20 14:45:44.265020+00:00,2026-07-20 14:47:44.265331+00:00,5,2.5,co2_ppm,8.093889113719142
2026-07-20 15:31:44.272463+00:00,2026-07-20 15:34:14.272862+00:00,6,3.0,co2_ppm,9.442870632672333
2026-07-20 16:18:14.284230+00:00,2026-07-20 16:23:44.285128+00:00,12,6.0,co2_ppm,5.328476999865102
2026-07-20 16:30:44.286243+00:00,2026-07-20 16:38:14.287440+00:00,16,8.0,co2_ppm,4.788884392283826
2026-07-20 18:23:14.307617+00:00,2026-07-20 18:48:14.311746+00:00,51,25.5,co2_ppm,28.328611898016998
2026-07-20 20:40:14.330094+00:00,2026-07-20 20:43:14.330596+00:00,7,3.5,pressure_hpa,4.046944556863405
2026-07-20 21:42:44.340402+00:00,2026-07-20 21:44:14.340650+00:00,4,2.0,co2_ppm,3.4848689239624084
2026-07-20 21:55:14.342445+00:00,2026-07-20 21:56:44.342689+00:00,4,2.0,co2_ppm,3.237555645487657
2026-07-20 22:22:44.347001+00:00,2026-07-20 22:24:44.347338+00:00,5,2.5,pressure_hpa,3.5073519492733873
2026-07-20 23:33:14.359219+00:00,2026-07-20 23:36:44.359771+00:00,8,4.0,co2_ppm,10.117361392148927
2026-07-21 00:19:14.366737+00:00,2026-07-21 00:23:44.367487+00:00,10,5.0,co2_ppm,18.21125050586807
2026-07-21 00:27:14.368026+00:00,2026-07-21 00:31:44.368767+00:00,10,5.0,co2_ppm,6.969737847924817
2026-07-21 00:33:44.369107+00:00,2026-07-21 00:37:14.369686+00:00,8,4.0,co2_ppm,7.250775664373398
2026-07-21 06:48:44.429848+00:00,2026-07-21 06:58:44.431449+00:00,21,10.5,co2_ppm,5.058680696074465
2026-07-21 07:33:44.437630+00:00,2026-07-21 07:59:14.441766+00:00,52,26.0,"co2_ppm,mass_pm10,mass_pm2_5",227.3628804537767
2026-07-21 09:17:44.454347+00:00,2026-07-21 09:24:14.455425+00:00,14,7.0,co2_ppm,5.935518683394038
2026-07-21 13:59:44.499407+00:00,2026-07-21 14:02:44.499866+00:00,7,3.5,co2_ppm,3.7771482530689333
2026-07-21 17:11:14.530471+00:00,2026-07-21 17:25:44.532821+00:00,30,15.0,"mass_pm10,mass_pm2_5",11.161384444671064
2026-07-21 18:20:44.541723+00:00,2026-07-21 18:34:14.543918+00:00,28,14.0,"mass_pm10,mass_pm2_5",190.6957491181089
2026-07-21 18:35:14.544079+00:00,2026-07-21 18:39:14.544724+00:00,9,4.5,"mass_pm10,mass_pm2_5",192.1416092592869
2026-07-21 18:40:14.544903+00:00,2026-07-21 18:47:44.549561+00:00,16,8.0,"mass_pm10,mass_pm2_5",181.9659782748191
2026-07-21 18:48:44.549717+00:00,2026-07-21 18:51:14.550119+00:00,6,3.0,"mass_pm10,mass_pm2_5",110.55726463998381
2026-07-21 18:52:14.550279+00:00,2026-07-21 18:58:14.551247+00:00,13,6.5,"mass_pm10,mass_pm2_5",150.83120616483592
2026-07-21 18:59:14.551392+00:00,2026-07-21 19:00:44.551645+00:00,4,2.0,"mass_pm10,mass_pm2_5",22.263005886333914
2026-07-21 19:21:44.555061+00:00,2026-07-21 19:25:44.555696+00:00,9,4.5,"mass_pm10,mass_pm2_5",69.91270631965631
2026-07-21 20:36:44.567103+00:00,2026-07-21 20:47:44.568887+00:00,23,11.5,"co2_ppm,mass_pm10,mass_pm2_5",11.272062146100488
2026-07-21 21:00:14.570902+00:00,2026-07-21 21:15:44.573400+00:00,32,16.0,co2_ppm,8.590882304912423
2026-07-22 02:25:44.623968+00:00,2026-07-22 02:33:14.625190+00:00,16,8.0,co2_ppm,11.46634291110212
2026-07-22 02:34:14.625352+00:00,2026-07-22 02:36:14.625674+00:00,5,2.5,co2_ppm,4.046944556859572
2026-07-22 02:56:14.628905+00:00,2026-07-22 03:00:44.629629+00:00,10,5.0,co2_ppm,5.058680696074464
2026-07-22 04:21:44.642869+00:00,2026-07-22 04:25:44.643508+00:00,9,4.5,co2_ppm,15.681910157830838
2026-07-22 04:41:44.646028+00:00,2026-07-22 04:52:44.647788+00:00,23,11.5,co2_ppm,3.8060549999036444
2026-07-22 08:41:44.711080+00:00,2026-07-22 08:52:44.712952+00:00,23,11.5,"co2_ppm,mass_pm10,mass_pm2_5",8.882072039839288
2026-07-22 08:56:14.713542+00:00,2026-07-22 08:57:44.713794+00:00,4,2.0,co2_ppm,5.8343450694725485
2026-07-22 13:03:44.754768+00:00,2026-07-22 13:09:14.755685+00:00,12,6.0,co2_ppm,4.384189936597869
2026-07-22 14:34:14.769862+00:00,2026-07-22 14:38:44.770635+00:00,10,5.0,co2_ppm,7.284500202347228
2026-07-22 16:54:44.793478+00:00,2026-07-22 16:58:44.794143+00:00,9,4.5,co2_ppm,5.56454876568191
2026-07-22 17:04:14.795043+00:00,2026-07-22 17:07:44.795620+00:00,8,4.0,co2_ppm,4.844069999877366
2026-07-22 17:45:14.802146+00:00,2026-07-22 17:49:14.802831+00:00,9,4.5,co2_ppm,5.2610279239174425
2026-07-22 18:44:44.812043+00:00,2026-07-22 19:01:14.814787+00:00,34,17.0,co2_ppm,57.10688430235172
2026-07-22 19:03:14.815122+00:00,2026-07-22 19:05:14.815458+00:00,5,2.5,co2_ppm,6.295247088448222
2026-07-22 20:03:44.825022+00:00,2026-07-22 20:07:14.825565+00:00,8,4.0,"mass_pm10,mass_pm2_5",4.073387255378809
2026-07-22 20:15:44.826987+00:00,2026-07-22 20:29:44.829436+00:00,29,14.5,co2_ppm,11.12909753136382
2026-07-22 21:01:44.835369+00:00,2026-07-22 21:03:14.835617+00:00,4,2.0,co2_ppm,3.822114303700706
2026-07-22 21:41:44.842316+00:00,2026-07-22 21:43:14.842562+00:00,4,2.0,"mass_pm10,mass_pm2_5",3.5345527633229716
2026-07-22 22:37:44.851512+00:00,2026-07-22 22:58:14.855010+00:00,42,21.0,co2_ppm,62.053149871846756
2026-07-23 02:00:14.886717+00:00,2026-07-23 02:19:14.889852+00:00,39,19.5,co2_ppm,17.424344619812043
2026-07-23 02:45:14.894233+00:00,2026-07-23 02:55:14.895919+00:00,21,10.5,co2_ppm,37.096991771212736
2026-07-23 07:13:14.938918+00:00,2026-07-23 07:36:44.942833+00:00,48,24.0,co2_ppm,12.999276455367108
2026-07-23 08:36:44.952965+00:00,2026-07-23 09:03:14.957371+00:00,54,27.0,"co2_ppm,mass_pm10,mass_pm2_5",70.20178497599527
2026-07-23 12:46:44.994957+00:00,2026-07-23 12:53:44.996098+00:00,15,7.5,"mass_pm10,mass_pm2_5",5.370266972726516
2026-07-23 14:10:15.008815+00:00,2026-07-23 14:12:45.009233+00:00,6,3.0,"mass_pm10,mass_pm2_5",3.9284833895942683
2026-07-23 14:28:15.011805+00:00,2026-07-23 14:30:45.012816+00:00,6,3.0,co2_ppm,3.642250101173614
2026-07-23 15:28:45.023212+00:00,2026-07-23 15:39:15.029548+00:00,22,11.0,co2_ppm,8.858311974459284
2026-07-23 16:28:45.040212+00:00,2026-07-23 16:30:45.040487+00:00,5,2.5,co2_ppm,3.808888994691361
2026-07-23 17:55:46.053737+00:00,2026-07-23 18:06:16.055504+00:00,22,11.0,co2_ppm,4.346718227738058
2026-07-23 18:07:46.055755+00:00,2026-07-23 18:09:46.056093+00:00,5,2.5,pressure_hpa,4.046944556864683
2026-07-23 18:12:16.056507+00:00,2026-07-23 18:14:16.056840+00:00,5,2.5,pressure_hpa,4.271774810023548
2026-07-23 19:29:46.069424+00:00,2026-07-23 19:36:16.070463+00:00,14,7.0,co2_ppm,17.42884122487522
2026-07-23 23:35:46.109884+00:00,2026-07-23 23:44:16.111302+00:00,18,9.0,co2_ppm,16.974684113494312
2026-07-24 04:54:16.162572+00:00,2026-07-24 04:56:46.162985+00:00,6,3.0,co2_ppm,20.234722784297855
2026-07-24 05:00:46.163635+00:00,2026-07-24 05:03:16.164035+00:00,6,3.0,co2_ppm,3.468809620165347
2026-07-24 09:46:46.213404+00:00,2026-07-24 10:17:16.218453+00:00,62,31.0,"co2_ppm,mass_pm10,mass_pm2_5",10.119371054454028
2026-07-24 12:23:20.038240+00:00,2026-07-24 12:25:50.038631+00:00,6,3.0,"mass_pm10,mass_pm2_5",7.482572783426189
2026-07-24 12:26:50.038787+00:00,2026-07-24 12:28:20.039042+00:00,4,2.0,"mass_pm10,mass_pm2_5",4.608828932079818
2026-07-24 13:18:20.050628+00:00,2026-07-24 13:19:50.051347+00:00,4,2.0,pressure_hpa,3.37245379738681
2026-07-24 13:32:50.059072+00:00,2026-07-24 13:36:50.059812+00:00,9,4.5,co2_ppm,5.20321443024802
2026-07-24 14:36:50.080675+00:00,2026-07-24 14:38:20.080905+00:00,4,2.0,"mass_pm10,mass_pm2_5",5.072464535812226
2026-07-24 20:03:20.213181+00:00,2026-07-24 20:14:50.216862+00:00,24,12.0,co2_ppm,10.926750303520842
2026-07-24 20:53:20.226454+00:00,2026-07-24 20:59:50.227511+00:00,14,7.0,co2_ppm,9.346514809889962
2026-07-24 21:12:50.231503+00:00,2026-07-24 21:15:20.231953+00:00,6,3.0,co2_ppm,3.5281055111083446
2026-07-25 03:18:50.386460+00:00,2026-07-25 03:23:50.387287+00:00,11,5.5,co2_ppm,5.508341202392194
2026-07-25 03:27:50.387947+00:00,2026-07-25 03:34:50.389104+00:00,15,7.5,"co2_ppm,pressure_hpa",12.429901138925826
2026-07-25 03:35:50.389267+00:00,2026-07-25 03:37:50.389601+00:00,5,2.5,co2_ppm,3.962633211924997
2026-07-25 03:38:50.389763+00:00,2026-07-25 03:41:20.390175+00:00,6,3.0,co2_ppm,7.033975063113064
2026-07-25 10:40:50.463638+00:00,2026-07-25 10:43:20.464042+00:00,6,3.0,co2_ppm,3.9505887340772006
2026-07-25 13:14:50.524110+00:00,2026-07-25 13:20:50.526059+00:00,13,6.5,co2_ppm,14.681938392327748
2026-07-25 13:37:50.532623+00:00,2026-07-25 13:40:50.533137+00:00,7,3.5,co2_ppm,11.920591789933296
2026-07-25 15:08:20.575132+00:00,2026-07-25 15:18:20.581131+00:00,21,10.5,co2_ppm,17.461816328671855
2026-07-25 17:13:50.629372+00:00,2026-07-25 17:15:50.629402+00:00,5,2.5,pressure_hpa,3.37245379738681
2026-07-25 17:23:20.630641+00:00,2026-07-25 17:25:20.630966+00:00,5,2.5,pressure_hpa,3.7096991771251075
2026-07-25 17:31:20.631966+00:00,2026-07-25 17:35:20.632634+00:00,9,4.5,pressure_hpa,3.8783218669942565
2026-07-25 18:17:50.639679+00:00,2026-07-25 18:19:20.639921+00:00,4,2.0,co2_ppm,3.597284050541841
2026-07-25 22:21:20.679979+00:00,2026-07-25 22:33:20.681969+00:00,25,12.5,co2_ppm,4.271774810018436
2026-07-26 00:31:50.703005+00:00,2026-07-26 00:39:20.704293+00:00,16,8.0,pressure_hpa,4.721435316340001
2026-07-26 08:43:50.785060+00:00,2026-07-26 08:49:50.786048+00:00,13,6.5,pressure_hpa,5.395926075816596
2026-07-26 08:57:20.787301+00:00,2026-07-26 08:58:50.787633+00:00,4,2.0,pressure_hpa,4.384189936601703
2026-07-26 08:59:50.787799+00:00,2026-07-26 09:01:20.788039+00:00,4,2.0,pressure_hpa,4.384189936601703
2026-07-26 11:14:50.810200+00:00,2026-07-26 11:16:50.810535+00:00,5,2.5,co2_ppm,3.3724537973829762
2026-07-26 16:52:20.866122+00:00,2026-07-26 16:53:50.866373+00:00,4,2.0,co2_ppm,7.901177468154401
2026-07-26 18:06:50.878421+00:00,2026-07-26 18:11:50.879248+00:00,11,5.5,"co2_ppm,mass_pm10,mass_pm2_5",57.090699777763255
2026-07-26 19:09:20.888766+00:00,2026-07-26 19:31:50.892531+00:00,46,23.0,"co2_ppm,mass_pm10,mass_pm2_5",6.257775379588411
2026-07-26 19:33:50.892866+00:00,2026-07-26 19:35:50.893198+00:00,5,2.5,"mass_pm10,mass_pm2_5",7.928807479604342
2026-07-26 19:37:20.893444+00:00,2026-07-26 19:39:50.893863+00:00,6,3.0,"mass_pm10,mass_pm2_5",5.3915946060792095
2026-07-26 20:53:50.906149+00:00,2026-07-26 21:15:20.909720+00:00,44,22.0,"co2_ppm,mass_pm10,mass_pm2_5",245.81856921568732
